State,Year,Solar_Capacity_MW,Total_Subsidies_kUSD,GDP_Millions,Total_Battery_MW,Bank_Loan_Interest_Rate,Solar_GHI_Score,Median_HH_Income,Electricity_Price_cents_kWh,Population_Density,EV_Market_Share_Percent,RPS_Target_Percent,Carbon_Intensity_Score
UT,2024,582.0930000000001,68496.0,299471.3,60.667,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2014,45.438,32919.0,515167.2,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2015,45.438,32919.0,515167.2,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2016,45.438,32919.0,515167.2,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2017,45.438,32919.0,515167.2,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2018,66.589,25030.0,537158.3,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2019,117.3495,31153.5,551629.9,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2020,168.11,37277.0,566101.5,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2021,240.848,62060.0,616187.9,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2022,273.441,78173.0,665624.7,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2023,629.307,94526.0,722767.4,3.119,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VA,2024,726.2330000000001,98864.0,761733.8,3.675,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2014,93.252,70781.0,32589.2,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2015,93.252,70781.0,32589.2,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2016,93.252,70781.0,32589.2,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2017,93.252,70781.0,32589.2,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2018,108.036,46066.0,33482.6,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2019,117.12049999999999,45156.5,34027.45,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2020,126.205,44247.0,34572.3,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2021,139.302,40022.0,37290.8,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2022,154.894,42534.0,41211.2,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2023,170.627,40805.0,43931.6,0.0,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
VT,2024,159.274,40004.0,46276.1,0.0,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WA,2014,96.839,226627.0,527169.4,0.0,4.17,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2015,96.839,226627.0,527169.4,0.0,3.85,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2016,96.839,226627.0,527169.4,0.0,3.65,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2017,96.839,226627.0,527169.4,0.0,3.99,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2018,134.099,183640.0,570337.8,0.0,4.54,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2019,165.72500000000002,169691.0,594038.45,0.0,3.94,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2020,197.35100000000003,155742.0,617739.1,0.0,3.11,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2021,253.086,163726.0,683367.0,0.0,2.96,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2022,335.211,205259.0,741002.8,0.0,5.34,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2023,425.527,221655.0,801455.5,16.957,6.81,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WA,2024,493.955,267869.0,856013.6,24.523,6.5,4.5,90000.0,14.0,150.0,2.2,100.0,0.8
WI,2014,35.410000000000004,95859.0,321886.8,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2015,35.410000000000004,95859.0,321886.8,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2016,35.410000000000004,95859.0,321886.8,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2017,35.410000000000004,95859.0,321886.8,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2018,48.251000000000005,135273.0,335144.3,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2019,70.41550000000001,115125.5,339917.65,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2020,92.58,94978.0,344691.0,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2021,120.271,89228.0,368997.3,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2022,150.905,90578.0,403570.3,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2023,197.421,96244.0,431913.9,1.796,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WI,2024,236.102,94621.0,453298.6,3.994,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
WV,2014,5.664,14260.0,75172.4,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2015,5.664,14260.0,75172.4,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2016,5.664,14260.0,75172.4,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2017,5.664,14260.0,75172.4,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2018,6.689,10317.0,79794.3,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2019,8.669,5926.5,78665.4,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2020,10.649,1536.0,77536.5,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2021,16.947,3245.0,87178.8,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2022,25.476,3230.0,98824.1,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2023,33.287,3653.0,101479.9,4.301,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WV,2024,41.255,2681.0,106475.1,5.355,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,10.0
WY,2014,3.103,9923.0,37620.3,0.0,4.17,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2015,3.103,9923.0,37620.3,0.0,3.85,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2016,3.103,9923.0,37620.3,0.0,3.65,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2017,3.103,9923.0,37620.3,0.0,3.99,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2018,4.554,10871.0,39614.5,0.0,4.54,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2019,6.4175,12801.0,38298.6,0.0,3.94,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2020,8.281,14731.0,36982.7,0.0,3.11,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2021,10.994,8021.0,42410.6,0.0,2.96,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2022,14.769,8818.0,49570.4,0.0,5.34,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2023,17.41,9324.0,51350.1,1.1,6.81,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
WY,2024,20.83,8826.0,51498.1,1.384,6.5,4.5,68000.0,14.0,6.0,0.5,10.0,9.8
