Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Data Year,Utility Number,Utility Name,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2014,17457,Town of Smyrna - (DE),DE,0.010,0.016,.,.,0.026,3,2,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.016,0.000,0.000,0.026,3,2,0,0,5,0,0,0,0,0
2014,17470,PUD 1 of Snohomish County,WA,2.989,0.492,.,.,3.481,501,62,.,.,563,.,.,.,.,0.000,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.999,0.492,0.000,0.000,3.491,505,62,0,0,567,0,0,0,0,0
2014,17492,"Socorro Electric Coop, Inc",NM,0.214,0.070,.,.,0.284,52,7,.,.,59,61.686,10.808,.,.,72.494,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.214,0.070,0.000,0.000,0.284,52,7,0,0,59,62,11,0,0,72
2014,17539,South Carolina Electric&Gas Company,SC,0.999,.,.,.,0.999,253,.,.,.,253,461.754,.,.,.,461.754,0.002,.,.,.,0.002,1,.,.,.,1,0.004,.,.,.,0.004,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,1.001,0.000,0.000,0.000,1.001,254,0,0,0,254,462,0,0,0,462
2014,17543,South Carolina Public Service Authority,SC,0.009,.,0.044,.,0.053,2,.,1,.,3,5.158,.,0.462,.,5.620,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.009,0.000,0.044,0.000,0.053,2,0,1,0,3,5,0,0,0,6
2014,17548,South Central Public Pwr Dist,NE,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,.,.,.,0.050,2,.,.,.,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.000,0.000,0.000,0.050,2,0,0,0,2,0,0,0,0,0
2014,17550,South Central Electric Assn,MN,0.028,.,.,.,0.028,3,.,.,.,3,20.157,.,.,.,20.157,0.138,0.014,.,.,0.152,7,1,.,.,8,120.790,3.395,.,.,124.185,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.166,0.014,0.000,0.000,0.180,10,1,0,0,11,141,3,0,0,144
2014,17560,Town of South Hadley - (MA),MA,0.154,0.085,.,.,0.239,23,1,.,.,24,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.154,0.085,0.000,0.000,0.239,23,1,0,0,24,0,0,0,0,0
2014,17564,South Kentucky Rural E C C,KY,0.043,.,.,.,0.043,7,.,.,.,7,13.813,.,.,.,13.813,0.001,.,.,.,0.001,1,.,.,.,1,1.464,.,.,.,1.464,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.044,0.000,0.000,0.000,0.044,8,0,0,0,8,15,0,0,0,15
2014,17565,South Louisiana Elec Coop Assn,LA,0.310,.,.,.,0.310,57,.,.,.,57,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.310,0.000,0.000,0.000,0.310,57,0,0,0,57,0,0,0,0,0
2014,17572,South River Elec Member Corp,NC,0.085,.,.,.,0.085,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.085,0.000,0.000,0.000,0.085,14,0,0,0,14,0,0,0,0,0
2014,17585,"Southeastern IL Elec Coop, Inc",IL,0.024,.,.,.,0.024,3,.,.,.,3,1.000,.,.,.,1.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,1,0,0,0,1
2014,17592,Southeast Colorado Power Assn,CO,0.046,.,.,.,0.046,14,.,.,.,14,0.000,.,.,.,0.000,0.190,.,0.110,.,0.300,25,.,3,.,28,4.929,.,44.664,.,49.593,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.236,0.000,0.110,0.000,0.346,39,0,3,0,42,5,0,45,0,50
2014,17599,Southeastern Indiana R E M C,IN,0.036,.,.,.,0.036,9,.,.,.,9,.,.,.,.,0.000,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.041,0.000,0.000,0.000,0.041,11,0,0,0,11,0,0,0,0,0
2014,17609,Southern California Edison Co,CA,499.386,185.619,158.634,0.000,843.639,"99,887","3,100",459,0,"1,03,446",0.000,0.000,0.000,0.000,0.000,2.466,1.554,3.185,0.000,7.205,290,16,8,0,314,0.000,0.000,0.000,0.000,0.000,0.785,3.757,29.285,0.000,33.827,85,14,44,0,143,0.000,0.000,0.000,0.000,0.000,502.637,190.930,191.104,0.000,884.671,"1,00,262","3,130",511,0,"1,03,903",0,0,0,0,0
2014,17612,Bear Valley Electric Service,CA,0.646,0.000,0.000,0.000,0.646,110,0,0,0,110,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.000,0.058,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.704,0.000,0.000,0.000,0.704,117,0,0,0,117,0,0,0,0,0
2014,17631,Southern Illinois Elec Coop,IL,0.030,0.000,0.000,0.000,0.030,4,0,0,0,4,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.032,0.000,0.000,0.000,0.032,5,0,0,0,5,0,0,0,0,0
2014,17633,Southern Indiana Gas & Elec Co,IN,0.556,0.121,.,.,0.677,81,9,.,.,90,.,.,.,.,0.000,0.002,0.002,.,.,0.004,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.558,0.123,0.000,0.000,0.681,82,10,0,0,92,0,0,0,0,0
2014,17637,Southern Maryland Elec Coop Inc,MD,6.640,3.390,.,.,10.030,784,32,.,.,816,69.000,44.000,.,.,113.000,0.020,0.020,.,.,0.040,3,3,.,.,6,0.000,0.000,.,.,0.000,0.000,0.270,.,.,0.270,0,1,.,.,1,0.000,0.000,.,.,0.000,6.660,3.680,0.000,0.000,10.340,787,36,0,0,823,69,44,0,0,113
2014,17642,Southern Public Power District,NE,0.011,0.003,0.000,0.000,0.014,3,1,0,0,4,10.915,1.579,0.000,0.000,12.494,0.021,0.000,0.000,0.000,0.021,4,0,0,0,4,14.629,0.000,0.000,0.000,14.629,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.032,0.003,0.000,0.000,0.035,7,1,0,0,8,26,2,0,0,27
2014,17643,"Southern Iowa Elec Coop, Inc",IA,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.051,.,.,.,0.051,4,.,.,.,4,11.780,.,.,.,11.780,0.008,.,.,.,0.008,1,.,.,.,1,5.897,.,.,.,5.897,0.059,0.000,0.000,0.000,0.059,5,0,0,0,5,18,0,0,0,18
2014,17646,"Southern Pine Elec Coop, Inc",AL,0.015,.,.,.,0.015,2,.,.,.,2,0.000,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.000,0.000,0.000,0.016,3,0,0,0,3,0,0,0,0,0
2014,17647,Southern Pine Elec Power Assn,MS,0.015,.,.,.,0.015,1,.,.,.,1,3.652,.,.,.,3.652,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.015,.,.,0.015,.,1,.,.,1,.,0.000,.,.,0.000,0.015,0.015,0.000,0.000,0.030,1,1,0,0,2,4,0,0,0,4
2014,17671,Southwest Arkansas E C C,AR,0.045,.,.,.,0.045,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.045,0.000,0.000,0.000,0.045,6,0,0,0,6,0,0,0,0,0
2014,17684,Southwest Louisiana E M C,LA,1.774,.,.,.,1.774,282,.,.,.,282,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.775,0.000,0.000,0.000,1.775,283,0,0,0,283,0,0,0,0,0
2014,17697,Southwestern Electric Coop Inc - (IL),IL,0.165,0.195,0.130,0.000,0.490,11,2,3,0,16,17.651,55.080,0.000,0.000,72.731,0.011,0.000,0.000,0.000,0.011,2,0,0,0,2,9.638,0.000,0.000,0.000,9.638,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.176,0.195,0.130,0.000,0.501,13,2,3,0,18,27,55,0,0,82
2014,17698,Southwestern Electric Power Co,AR,0.050,0.398,0.000,0.000,0.448,15,11,0,0,26,26.346,9.171,0.000,0.000,35.517,0.000,0.005,0.000,0.000,0.005,0,2,0,0,2,0.000,1.658,0.000,0.000,1.658,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.050,0.403,0.000,0.000,0.453,15,13,0,0,28,26,11,0,0,37
2014,17698,Southwestern Electric Power Co,LA,5.456,0.307,0.000,0.000,5.763,943,116,0,0,"1,059","2,560.918",128.560,0.000,0.000,"2,689.478",0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.090,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,5.459,0.307,0.000,0.000,5.766,944,116,0,0,"1,060","2,561",129,0,0,"2,690"
2014,17698,Southwestern Electric Power Co,TX,0.187,0.376,0.000,0.000,0.563,27,19,0,0,46,101.629,95.860,0.000,0.000,197.489,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,4.323,0.000,0.000,0.000,4.323,0.000,0.060,0.000,0.000,0.060,0,1,0,0,1,0.000,36.344,0.000,0.000,36.344,0.197,0.436,0.000,0.000,0.633,28,20,0,0,48,106,132,0,0,238
2014,17715,Southwestern Electric Coop Inc - (NM),NM,0.020,0.005,.,.,0.025,4,1,.,.,5,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.005,0.000,0.000,0.025,4,1,0,0,5,0,0,0,0,0
2014,17718,Southwestern Public Service Co,NM,0.402,6.925,0.546,.,7.873,46,84,3,.,133,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.402,6.925,0.546,0.000,7.873,46,84,3,0,133,0,0,0,0,0
2014,17732,Spanish Fork City Corporation,UT,0.019,0.001,0.011,.,0.031,6,1,1,.,8,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.001,0.011,0.000,0.031,6,1,1,0,8,0,0,0,0,0
2014,17826,"Springer Electric Coop, Inc",NM,0.150,.,.,.,0.150,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.150,0.000,0.000,0.000,0.150,5,0,0,0,5,0,0,0,0,0
2014,17828,City of Springfield - (IL),IL,0.223,0.150,.,.,0.373,25,12,.,.,37,.,.,.,.,0.000,.,0.010,.,.,0.010,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.223,0.160,0.000,0.000,0.383,25,13,0,0,38,0,0,0,0,0
2014,17833,City Utilities of Springfield - (MO),MO,0.024,0.062,0.000,0.000,0.086,8,4,0,0,12,1.472,0.000,0.000,0.000,1.472,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.062,0.000,0.000,0.086,8,4,0,0,12,1,0,0,0,1
2014,17839,City of Springfield - (OR),OR,0.044,0.092,0.211,.,0.347,11,5,3,.,19,15.529,18.592,50.560,.,84.681,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.044,0.092,0.211,0.000,0.347,11,5,3,0,19,16,19,51,0,85
2014,17845,City of Springville - (UT),UT,0.042,.,.,.,0.042,8,.,.,.,8,33.300,.,.,.,33.300,0.005,.,.,.,0.005,2,.,.,.,2,4.218,.,.,.,4.218,.,0.006,.,.,0.006,.,1,.,.,1,.,2.931,.,.,2.931,0.047,0.006,0.000,0.000,0.053,10,1,0,0,11,38,3,0,0,40
2014,17868,St Croix Electric Coop,WI,0.100,.,.,.,0.100,11,.,.,.,11,.,.,.,.,0.000,0.100,.,.,.,0.100,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.200,0.000,0.000,0.000,0.200,15,0,0,0,15,0,0,0,0,0
2014,17874,City of St George,UT,0.246,0.386,0.260,0.000,0.892,52,10,1,0,63,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.246,0.386,0.260,0.000,0.892,52,10,1,0,63,0,0,0,0,0
2014,17900,City of Saint Peter,MN,.,0.040,.,.,0.040,.,2,.,.,2,.,30.000,.,.,30.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.040,0.000,0.000,0.040,0,2,0,0,2,0,30,0,0,30
2014,17979,Stanton County Public Pwr Dist,NE,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,6.786,.,.,.,6.786,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,7,0,0,0,7
2014,18004,City of Starke - (FL),FL,.,0.045,.,.,0.045,.,3,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.045,0.000,0.000,0.045,0,3,0,0,3,0,0,0,0,0
2014,18019,Stearns Cooperative Elec Assn,MN,0.117,0.010,.,.,0.127,10,1,.,.,11,59.463,8.148,.,.,67.611,0.239,0.040,.,.,0.279,10,2,.,.,12,265.533,10.207,.,.,275.740,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.356,0.050,0.000,0.000,0.406,20,3,0,0,23,325,18,0,0,343
2014,18047,Steele-Waseca Cooperative Electric,MN,0.042,0.006,.,.,0.048,4,1,.,.,5,41.000,3.000,.,.,44.000,0.814,0.149,.,.,0.963,25,4,.,.,29,979.000,2.000,.,.,981.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.856,0.155,0.000,0.000,1.011,29,5,0,0,34,"1,020",5,0,0,"1,025"
2014,18051,Town of Steilacoom,WA,0.025,.,.,.,0.025,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,4,0,0,0,4,0,0,0,0,0
2014,18085,South Central Power Company,OH,0.254,.,.,.,0.254,36,.,.,.,36,219.686,.,.,.,219.686,0.002,.,.,.,0.002,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.256,0.000,0.000,0.000,0.256,37,0,0,0,37,220,0,0,0,220
2014,18087,Town of Sterling - (MA),MA,0.132,0.045,.,.,0.177,11,2,.,.,13,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.132,0.045,0.000,0.000,0.177,11,2,0,0,13,0,0,0,0,0
2014,18102,"Steuben Rural Elec Coop, Inc",NY,0.032,.,.,.,0.032,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.032,0.000,0.000,0.000,0.032,5,0,0,0,5,0,0,0,0,0
2014,18125,Stillwater Utilities Authority,OK,0.020,.,.,.,0.020,4,.,.,.,4,11.573,.,.,.,11.573,0.010,.,.,.,0.010,1,.,.,.,1,3.280,.,.,.,3.280,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,5,0,0,0,5,15,0,0,0,15
2014,18181,City of Stoughton - (WI),WI,0.008,0.010,0.000,0.000,0.018,2,1,0,0,3,.,.,0.000,0.000,0.000,.,.,0.000,0.000,0.000,.,.,0,0,0,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.008,0.010,0.000,0.000,0.018,2,1,0,0,3,0,0,0,0,0
2014,18206,Strawberry Electric Serv Dist,UT,0.070,0.000,0.000,0.000,0.070,14,0,0,0,14,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.065,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,0.000,0.135,27,0,0,0,27,0,0,0,0,0
2014,18249,City of Sturgeon Bay - (WI),WI,0.019,.,0.000,0.000,0.019,4,.,0,0,4,.,.,0.000,0.000,0.000,0.030,.,0.000,0.000,0.030,2,.,0,0,2,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.049,6,0,0,0,6,0,0,0,0,0
2014,18260,Surprise Valley Electrification,OR,0.015,0.015,.,.,0.030,1,1,.,.,2,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.015,0.000,0.000,0.030,1,1,0,0,2,0,0,0,0,0
2014,18280,Sulphur Springs Valley E C Inc,AZ,5.670,3.220,.,.,8.890,857,258,.,.,"1,115",.,.,.,.,0.000,0.060,.,.,.,0.060,35,.,.,.,35,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.730,3.220,0.000,0.000,8.950,892,258,0,0,"1,150",0,0,0,0,0
2014,18304,"Sumter Electric Coop, Inc",FL,0.700,0.100,.,.,0.800,219,54,.,.,273,690.000,130.000,.,.,820.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.700,0.100,0.000,0.000,0.800,219,54,0,0,273,690,130,0,0,820
2014,18360,Suwannee Valley Elec Coop Inc,FL,0.060,.,.,.,0.060,12,.,.,.,12,34.250,.,.,.,34.250,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.600,.,.,0.600,.,1,.,.,1,.,935.000,.,.,935.000,0.060,0.600,0.000,0.000,0.660,12,1,0,0,13,34,935,0,0,969
2014,18371,Village of Swanton - (VT),VT,0.056,.,.,.,0.056,10,.,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.056,0.000,0.000,0.000,0.056,10,0,0,0,10,0,0,0,0,0
2014,18383,Taylor Electric Coop - (WI),WI,0.048,.,.,.,0.048,7,.,.,.,7,5.800,.,.,.,5.800,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.048,0.000,0.000,0.000,0.048,7,0,0,0,7,6,0,0,0,6
2014,18401,"Sun River Electric Coop, Inc",MT,.,0.080,.,.,0.080,.,1,.,.,1,.,78.120,.,.,78.120,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.080,0.000,0.000,0.080,0,1,0,0,1,0,78,0,0,78
2014,18429,City of Tacoma  - (WA),WA,0.516,0.077,0.000,0.000,0.593,138,4,0,0,142,412.200,65.000,0.000,0.000,477.200,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.516,0.077,0.000,0.000,0.593,138,4,0,0,142,412,65,0,0,477
2014,18445,City of Tallahassee - (FL),FL,0.424,1.358,.,.,1.782,84,152,.,.,236,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.424,1.358,0.000,0.000,1.782,84,152,0,0,236,0,0,0,0,0
2014,18446,T I P Rural Electric Coop,IA,0.028,.,.,.,0.028,2,.,.,.,2,8.160,.,.,.,8.160,0.014,.,.,.,0.014,2,.,.,.,2,4.821,.,.,.,4.821,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.042,0.000,0.000,0.000,0.042,4,0,0,0,4,13,0,0,0,13
2014,18448,Tanner Electric Coop,WA,0.170,.,.,.,0.170,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.170,0.000,0.000,0.000,0.170,6,0,0,0,6,0,0,0,0,0
2014,18449,"Talquin Electric Coop, Inc",FL,0.338,0.758,.,.,1.096,56,19,.,.,75,200.000,78.000,.,.,278.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.338,0.758,0.000,0.000,1.096,56,19,0,0,75,200,78,0,0,278
2014,18454,Tampa Electric Co,FL,3.202,4.643,.,.,7.845,475,92,.,.,567,"1,611.000","2,259.000",.,.,"3,870.000",0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0.000,0.050,.,.,0.050,0,1,.,.,1,0.000,0.000,.,.,0.000,3.202,4.693,0.000,0.000,7.895,475,93,0,0,568,"1,611","2,259",0,0,"3,870"
2014,18488,City of Taunton,MA,0.175,0.572,.,.,0.747,30,6,.,.,36,50.000,115.000,.,.,165.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.175,0.572,0.000,0.000,0.747,30,6,0,0,36,50,115,0,0,165
2014,18498,Taylor County Rural E C C,KY,0.007,.,.,.,0.007,2,.,.,.,2,0.007,.,.,.,0.007,0.020,.,.,.,0.020,1,.,.,.,1,0.020,.,.,.,0.020,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,0.000,0.000,0.000,0.027,3,0,0,0,3,0,0,0,0,0
2014,18499,Three Notch Elec Member Corp,GA,.,0.150,.,.,0.150,.,2,.,.,2,.,175.000,.,.,175.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.150,0.000,0.000,0.150,0,2,0,0,2,0,175,0,0,175
2014,18917,Tillamook Peoples Utility Dist,OR,0.040,0.029,.,.,0.069,12,2,.,.,14,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.029,0.000,0.000,0.069,12,2,0,0,14,0,0,0,0,0
2014,18940,Tipmont Rural Elec Member Corp,IN,0.050,.,.,.,0.050,6,.,.,.,6,.,.,.,.,0.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.002,0.000,0.000,0.052,6,1,0,0,7,0,0,0,0,0
2014,18955,"Tri-County Electric Coop, Inc",IL,0.008,.,.,.,0.008,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,0,0,0,0,0
2014,18956,Tri-County Elec Member Corp,GA,0.033,.,.,.,0.033,6,.,.,.,6,18.810,.,.,.,18.810,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.033,0.000,0.000,0.000,0.033,6,0,0,0,6,19,0,0,0,19
2014,18976,Trinity Valley Elec Coop Inc,TX,0.290,.,.,.,0.290,43,.,.,.,43,96.420,.,.,.,96.420,0.085,.,.,.,0.085,28,.,.,.,28,6.647,.,.,.,6.647,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.375,0.000,0.000,0.000,0.375,71,0,0,0,71,103,0,0,0,103
2014,18997,The Toledo Edison Co,OH,0.201,7.021,4.014,0.000,11.236,33,45,6,0,84,0.000,0.000,0.000,0.000,0.000,0.273,3.341,0.000,0.000,3.614,41,19,0,0,60,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.000,0.000,0.650,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000,0.474,11.012,4.014,0.000,15.500,74,67,6,0,147,0,0,0,0,0
2014,19125,City of Traverse City - (MI),MI,0.038,0.044,.,.,0.082,7,2,.,.,9,8.910,2.480,.,.,11.390,.,0.005,.,.,0.005,.,1,.,.,1,.,0.480,.,.,0.480,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.038,0.049,0.000,0.000,0.087,7,3,0,0,10,9,3,0,0,12
