Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Virtual Capacity- 1 MW and over (MW),,,,,Virtual Customers- 1 MW and over,,,,,Virtual Capacity- under 1 MW (MW),,,,,Virtual Customers- under 1 MW,,,,,PV-Paired Battery Capacity (MW),,,,,PV-Paired Installations,,,,,PV-Paired Energy Capacity (MWh),,,,,Not PV-Paired Battery Capacity (MW),,,,,Not PV-Paired Installations,,,,,Not PV-Paired Energy Capacity (MWh),,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,
2023,HI,10071,Kauai Island Utility Cooperative,NA,AC,24.820,10.792,0.000,0.000,35.612,"5,543",412,0,0,"5,955","17,355.000","5,330.000",0.000,0.000,"22,685.000",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,12.581,1.234,0.000,0.000,13.815,"1,766",38,0,0,"1,804",32,3,0,0,35,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.010,0.001,0.000,0.000,0.011,6,1,0,0,7,3.105,0.000,0.000,0.000,3.105,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,24.830,10.793,0.000,0.000,35.623,"5,549",413,0,0,"5,962","17,358.105","5,330.000",0.000,0.000,"22,688.105"
2023,HI,11843,Maui Electric Co Ltd,NA,AC,68.601,29.127,.,.,97.728,"12,684","1,031",.,.,"13,715",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,14.413,1.084,.,.,15.497,"1,815",37,.,.,"1,852",38,3,.,.,40,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.021,0.057,.,.,0.078,7,5,.,.,12,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,68.622,29.184,0.000,0.000,97.806,"12,691","1,036",0,0,"13,727",0.000,0.000,0.000,0.000,0.000
2023,HI,19547,Hawaiian Electric Co Inc,HECO,AC,318.074,66.546,.,.,384.620,"61,808","1,794",.,.,"63,602",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,76.981,0.736,.,.,77.717,"9,948",33,.,.,"9,981",208,3,.,.,210,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.001,0.024,.,.,0.025,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,318.075,66.570,0.000,0.000,384.645,"61,809","1,797",0,0,"63,606",0.000,0.000,0.000,0.000,0.000
2023,IA,554,City of Ames - (IA),MISO,AC,0.771,0.754,.,.,1.525,200,19,.,.,219,385.608,250.774,636.382,.,"1,272.764",.,.,.,.,0.000,.,.,.,.,0,0.404,0.264,0.018,.,0.686,640,28,1,.,669,0.048,.,.,.,0.048,9,.,.,.,9,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.175,1.018,0.018,0.000,2.211,840,47,1,0,888,385.608,250.774,636.382,0.000,"1,272.764"
2023,IA,2652,Butler County Rural Elec Coop - (IA),SWPP,AC,0.014,.,.,.,0.014,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.014,.,.,.,0.014,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.000,0.000,0.000,0.028,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2023,IA,3203,Cedar Falls Utilities,MISO,AC,0.482,0.125,0.000,0.000,0.607,58,5,0,0,63,"1,101.476",494.930,105.012,.,"1,701.418",0.945,0.469,0.086,0.000,1.500,"1,190",51,3,0,"1,244",.,.,.,.,0.000,.,.,.,.,0,0.019,.,.,.,0.019,2,0,0,.,2,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.429,0.594,0.086,0.000,2.109,"1,249",56,3,0,"1,308","1,101.476",494.930,105.012,0.000,"1,701.418"
2023,IA,5588,East-Central Iowa Rural Elec Coop,MISO,AC,0.072,0.118,.,.,0.190,6,3,.,.,9,2.054,0.000,.,.,2.054,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.062,.,.,.,0.062,5,.,.,.,5,11.100,.,.,.,11.100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.134,0.118,0.000,0.000,0.252,11,3,0,0,14,13.154,0.000,0.000,0.000,13.154
2023,IA,5605,Eastern Iowa Light & Power Coop,MISO,AC,2.999,1.556,.,.,4.555,282,67,.,.,349,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.183,.,.,.,0.183,20,.,.,.,20,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.047,0.010,.,.,0.057,5,2,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.046,1.566,0.000,0.000,4.612,287,69,0,0,356,0.000,0.000,0.000,0.000,0.000
2023,IA,8319,Heartland Power Coop,MISO,AC,0.036,.,.,.,0.036,4,.,.,.,4,276.264,.,906.618,.,"1,182.882",.,.,1.500,.,1.500,.,.,1,.,1,0.852,.,.,.,0.852,144,.,.,.,144,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.908,0.000,1.500,0.000,2.408,150,0,1,0,151,276.264,0.000,906.618,0.000,"1,182.882"
2023,IA,9230,City of Independence - (IA),MISO,DC,0.032,0.017,0.000,0.000,0.049,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.032,0.017,0.000,0.000,0.049,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000
2023,IA,9417,Interstate Power and Light Co,MISO,AC,68.960,96.194,1.693,.,166.847,"8,341","2,772",14,.,"11,127",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.304,3.907,0.010,.,4.221,41,61,1,.,103,.,.,.,.,0.000,.,0.400,.,.,0.400,.,1,.,.,1,.,.,.,.,0.000,69.264,100.501,1.703,0.000,171.468,"8,382","2,834",15,0,"11,231",0.000,0.000,0.000,0.000,0.000
2023,IA,9425,Iowa Lakes Electric Coop,SWPP,AC,0.375,3.121,.,.,3.496,30,83,.,.,113,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.049,0.045,.,.,0.094,6,3,.,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.424,3.166,0.000,0.000,3.590,36,86,0,0,122,0.000,0.000,0.000,0.000,0.000
2023,IA,11053,Linn County REC,MISO,AC,4.878,1.067,0.004,.,5.949,609,55,6,.,670,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.030,0.000,0.004,.,0.034,2,0,1,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.908,1.067,0.008,0.000,5.983,611,55,7,0,673,0.000,0.000,0.000,0.000,0.000
2023,IA,11611,City of Maquoketa - (IA),MISO,DC,0.024,0.223,0.000,0.000,0.247,4,4,0,0,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.024,0.223,0.000,0.000,0.247,4,4,0,0,8,0.000,0.000,0.000,0.000,0.000
2023,IA,11788,Consumers Energy Coop - (IA),MISO,AC,0.181,.,.,.,0.181,16,.,.,.,16,140.683,.,.,.,140.683,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.063,.,.,.,0.063,8,.,.,.,8,13.893,.,.,.,13.893,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.244,0.000,0.000,0.000,0.244,24,0,0,0,24,154.576,0.000,0.000,0.000,154.576
2023,IA,12341,MidAmerican Energy Co,MISO,AC,31.559,21.893,6.502,.,59.954,"3,896",510,23,.,"4,429","17,096.185","6,264.242",802.988,.,"24,163.415",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.403,0.780,0.114,.,1.297,42,19,2,.,63,42.971,26.480,.,.,69.451,.,.,2.000,.,2.000,.,.,1,.,1,.,.,.,.,0.000,31.962,22.673,8.616,0.000,63.251,"3,938",529,26,0,"4,493","17,139.156","6,290.722",802.988,0.000,"24,232.866"
2023,IA,12450,Midland Power Coop,MISO,AC,0.199,.,.,.,0.199,18,.,.,.,18,118.004,.,.,.,118.004,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.042,.,.,.,0.042,5,.,.,.,5,37.922,.,.,.,37.922,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.241,0.000,0.000,0.000,0.241,23,0,0,0,23,155.926,0.000,0.000,0.000,155.926
2023,IA,13143,Board of Water Electric & Communications,MISO,AC,0.172,0.322,1.017,.,1.511,22,10,3,.,35,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.172,0.322,1.017,0.000,1.511,22,10,3,0,35,0.000,0.000,0.000,0.000,0.000
2023,IA,15291,Prairie Energy Coop,SWPP,AC,0.029,.,0.021,.,0.050,3,.,1,.,4,199.570,.,3.040,.,202.610,.,.,.,.,0.000,.,.,.,.,0,0.139,.,.,.,0.139,9,.,.,.,9,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,0.020,.,0.020,.,.,1,.,1,.,.,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.168,0.000,0.041,0.000,0.209,12,0,2,0,14,199.570,0.000,3.040,0.000,202.610
2023,IA,15349,City of Preston,MISO,DC,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2023,IA,17260,North West Rural Electric Coop,SWPP,AC,0.173,0.076,.,.,0.249,13,2,.,.,15,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.173,0.076,0.000,0.000,0.249,13,2,0,0,15,0.000,0.000,0.000,0.000,0.000
2023,IA,19157,MiEnergy Cooperative,MISO,AC,4.846,2.440,.,.,7.286,391,83,.,.,474,"2,036.438",779.674,.,.,"2,816.112",.,.,.,.,0.000,.,.,.,.,0,0.011,.,.,.,0.011,28,.,.,.,28,0.061,.,.,.,0.061,6,.,.,.,6,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.080,.,.,.,0.080,8,.,.,.,8,6.462,.,.,.,6.462,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.937,2.440,0.000,0.000,7.377,427,83,0,0,510,"2,042.900",779.674,0.000,0.000,"2,822.574"
2023,IA,99999,State Adjustment,AECI,,0.034,.,.,.,0.034,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.034,.,.,.,0.034,.,.,.,.,.,.,.,.,.,.
2023,IA,99999,State Adjustment,MISO,,2.805,1.160,0.000,.,3.965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.805,1.160,0.000,.,3.965,.,.,.,.,.,.,.,.,.,.
2023,IA,99999,State Adjustment,SWPP,,0.626,0.148,0.016,.,0.790,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.626,0.148,0.016,.,0.790,.,.,.,.,.,.,.,.,.,.
2023,ID,6169,Fall River Rural Elec Coop Inc,BPAT,AC,1.343,0.213,.,.,1.556,187,9,.,.,196,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.028,0.006,.,.,0.034,10,3,.,.,13,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.371,0.219,0.000,0.000,1.590,197,12,0,0,209,0.000,0.000,0.000,0.000,0.000
2023,ID,8699,Inland Power & Light Company,BPAT,AC,0.028,.,.,.,0.028,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.000,0.000,0.000,0.028,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2023,ID,9187,City of Idaho Falls - (ID),PACE,AC,1.073,0.090,0.000,0.000,1.163,149,5,0,0,154,0.569,0.000,0.000,0.000,0.569,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.073,0.090,0.000,0.000,1.163,149,5,0,0,154,0.569,0.000,0.000,0.000,0.569
2023,ID,9191,Idaho Power Co,IPCO,DC,126.990,8.380,20.805,0.000,156.175,"16,693",296,225,0,"17,214",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.106,.,.,.,0.106,24,.,.,.,24,.,.,.,.,0.000,0.076,0.085,.,.,0.161,7,4,.,.,11,.,.,.,.,0.000,127.172,8.465,20.805,0.000,156.442,"16,724",300,225,0,"17,249",0.000,0.000,0.000,0.000,0.000
2023,ID,10454,Kootenai Electric Cooperative,AVA,DC,1.267,.,.,.,1.267,172,.,.,.,172,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.052,.,.,.,0.052,53,.,.,.,53,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.337,0.000,0.000,0.000,1.337,230,0,0,0,230,0.000,0.000,0.000,0.000,0.000
2023,ID,11273,Lower Valley Energy Inc,BPAT,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2023,ID,14354,PacifiCorp,PACE,DC,21.161,1.220,0.399,0.000,22.780,"2,546",62,7,0,"2,615",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,2.730,0.031,0.000,0.000,2.761,292,2,0,0,294,4,0,0,0,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.222,0.057,0.000,0.000,0.279,65,8,0,0,73,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,.,.,.,.,0.000,21.391,1.277,0.399,0.000,23.067,"2,613",70,7,0,"2,690",0.000,0.000,0.000,0.000,0.000
2023,ID,19502,"United Electric Co-op, Inc - (ID)",BPAT,AC,0.360,0.120,.,.,0.480,18,6,.,.,24,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.360,0.120,0.000,0.000,0.480,18,6,0,0,24,0.000,0.000,0.000,0.000,0.000
2023,ID,20169,Avista Corp,AVA,AC,3.065,0.598,0.000,0.000,3.663,497,30,0,0,527,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.013,0.002,.,.,0.015,4,1,.,.,5,.,.,.,.,0.000,0.011,0.065,.,.,0.076,3,1,.,.,4,.,.,.,.,0.000,3.089,0.665,0.000,0.000,3.754,504,32,0,0,536,0.000,0.000,0.000,0.000,0.000
2023,ID,99999,State Adjustment,AVA,,0.024,0.011,.,.,0.035,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.024,0.011,.,.,0.035,.,.,.,.,.,.,.,.,.,.
2023,ID,99999,State Adjustment,IPCO,,-22.147,-1.461,-3.628,.,-27.237,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-22.147,-1.461,-3.628,.,-27.237,.,.,.,.,.,.,.,.,.,.
2023,ID,99999,State Adjustment,PACE,,-3.690,-0.213,-0.070,.,-3.973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-3.690,-0.213,-0.070,.,-3.973,.,.,.,.,.,.,.,.,.,.
2023,IL,3931,Coles-Moultrie Electric Coop,MISO,DC,0.893,0.759,.,.,1.652,89,7,.,.,96,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.903,0.759,0.000,0.000,1.662,90,7,0,0,97,0.000,0.000,0.000,0.000,0.000
2023,IL,4110,Commonwealth Edison Co,PJM,AC,358.636,197.935,.,.,556.571,"49,854","1,178",.,.,"51,032",.,.,.,.,0.000,88.412,65.532,.,.,153.944,"18,984","3,573",.,.,"22,557",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.180,2.418,.,.,2.598,32,12,.,.,44,.,.,.,.,0.000,.,0.375,.,.,0.375,.,1,.,.,1,.,.,.,.,0.000,447.228,266.260,0.000,0.000,713.488,"68,870","4,764",0,0,"73,634",0.000,0.000,0.000,0.000,0.000
2023,IL,4362,Corn Belt Energy Corporation,MISO,AC,8.225,4.100,0.200,0.000,12.525,658,33,1,0,692,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.074,.,.,.,0.074,13,.,.,.,13,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,2.620,.,2.620,.,.,1,.,1,.,.,.,.,0.000,8.225,4.100,2.820,0.000,15.145,658,33,2,0,693,0.000,0.000,0.000,0.000,0.000
2023,IL,5535,Egyptian Electric Coop Assn,MISO,AC,3.834,.,.,.,3.834,365,.,.,.,365,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.834,0.000,0.000,0.000,3.834,365,0,0,0,365,0.000,0.000,0.000,0.000,0.000
2023,IL,5585,Eastern Illinois Elec Coop,MISO,AC,4.480,1.000,.,.,5.480,420,5,.,.,425,"2,018.000",363.000,.,.,"2,381.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.001,0.001,.,.,0.002,3,1,.,.,4,0.020,0.000,.,.,0.020,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.481,1.001,0.000,0.000,5.482,423,6,0,0,429,"2,018.020",363.000,0.000,0.000,"2,381.020"
2023,IL,7096,City of Geneva- (IL),PJM,AC,0.286,0.820,.,.,1.106,36,3,.,.,39,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.286,0.820,0.000,0.000,1.106,36,3,0,0,39,0.000,0.000,0.000,0.000,0.000
2023,IL,9750,"Jo-Carroll Energy, Inc",MISO,AC,7.514,0.509,.,.,8.023,755,33,.,.,788,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.017,.,.,.,0.017,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.531,0.509,0.000,0.000,8.040,762,33,0,0,795,0.000,0.000,0.000,0.000,0.000
