Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Virtual Capacity- 1 MW and over (MW),,,,,Virtual Customers- 1 MW and over,,,,,Virtual Capacity- under 1 MW (MW),,,,,Virtual Customers- under 1 MW,,,,,PV-Paired Battery Capacity (MW),,,,,PV-Paired Installations,,,,,PV-Paired Energy Capacity (MWh),,,,,Not PV-Paired Battery Capacity (MW),,,,,Not PV-Paired Installations,,,,,Not PV-Paired Energy Capacity (MWh),,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,
2023,WA,3644,PUD No 1 of Clallam County,BPAT,AC,4.316,0.101,.,.,4.417,562,8,.,.,570,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.031,.,.,.,0.031,82,.,.,.,82,0.216,.,.,.,0.216,19,.,.,.,19,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,0.011,.,.,0.013,1,1,.,.,2,.,.,.,.,0.000,0.045,.,.,.,0.045,1,.,.,.,1,.,.,.,.,0.000,4.394,0.112,0.000,0.000,4.506,646,9,0,0,655,0.000,0.000,0.000,0.000,0.000
2023,WA,3660,PUD No 1 of Clark County - (WA),BPAT,AC,20.002,0.914,.,.,20.916,"2,759",37,.,.,"2,796","12,506.050",505.300,.,.,"13,011.350",.,.,.,.,0.000,.,.,.,.,0,0.280,0.021,.,.,0.301,643,1,.,.,644,1.280,0.007,.,.,1.287,145,1,.,.,146,3,0,.,.,3,0.030,.,.,.,0.030,3,.,.,.,3,0,.,.,.,0,0.066,0.002,.,.,0.068,4,1,.,.,5,8.820,0.000,.,.,8.820,0.016,.,.,.,0.016,1,.,.,.,1,7.900,.,.,.,7.900,20.364,0.937,0.000,0.000,21.301,"3,407",39,0,0,"3,446","12,522.770",505.300,0.000,0.000,"13,028.070"
2023,WA,4041,"Columbia Rural Elec Assn, Inc",BPAT,AC,1.510,0.228,.,.,1.738,170,10,.,.,180,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,1.518,0.228,0.000,0.000,1.746,172,10,0,0,182,0.000,0.000,0.000,0.000,0.000
2023,WA,4442,PUD No 1 of Cowlitz County,BPAT,AC,4.556,0.012,.,.,4.568,494,1,.,.,495,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.059,.,.,.,0.059,78,.,.,.,78,0.137,.,.,.,0.137,11,.,.,.,11,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.007,.,.,.,0.007,3,.,.,.,3,.,.,.,.,0.000,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,4.626,0.012,0.000,0.000,4.638,576,1,0,0,577,0.000,0.000,0.000,0.000,0.000
2023,WA,5326,PUD No 1 of Douglas County,DOPD,AC,0.111,0.015,.,.,0.126,18,1,.,.,19,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.111,0.015,0.000,0.000,0.126,18,1,0,0,19,0.000,0.000,0.000,0.000,0.000
2023,WA,5832,Elmhurst Mutual Power & Light Co,BPAT,AC,0.646,0.011,.,.,0.657,79,1,.,.,80,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.646,0.011,0.000,0.000,0.657,79,1,0,0,80,0.000,0.000,0.000,0.000,0.000
2023,WA,6149,City of Ellensburg - (WA),BPAT,AC,1.620,0.820,.,.,2.440,163,21,.,.,184,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.620,0.820,0.000,0.000,2.440,163,21,0,0,184,0.000,0.000,0.000,0.000,0.000
2023,WA,6716,PUD No 1 of Franklin County,BPAT,AC,6.239,0.386,.,.,6.625,807,8,.,.,815,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,0.069,.,.,0.069,.,117,.,.,117,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.239,0.455,0.000,0.000,6.694,807,125,0,0,932,0.000,0.000,0.000,0.000,0.000
2023,WA,7548,PUD No 1 of Grays Harbor County,BPAT,AC,2.193,0.223,.,.,2.416,280,10,.,.,290,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.195,0.223,0.000,0.000,2.418,281,10,0,0,291,0.000,0.000,0.000,0.000,0.000
2023,WA,8699,Inland Power & Light Company,BPAT,AC,4.635,0.074,.,.,4.709,493,8,.,.,501,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.498,.,.,.,0.498,138,.,.,.,138,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.018,.,.,.,0.018,8,.,.,.,8,.,.,.,.,0.000,.,0.001,.,.,0.001,.,1,.,.,1,.,.,.,.,0.000,5.151,0.075,0.000,0.000,5.226,639,9,0,0,648,0.000,0.000,0.000,0.000,0.000
2023,WA,10393,PUD No 1 of Klickitat County,BPAT,AC,2.443,0.126,.,.,2.569,307,9,.,.,316,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.160,.,.,.,0.160,9,.,.,.,9,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.027,0.001,.,.,0.028,6,1,.,.,7,.,.,.,.,0.000,0.007,.,.,.,0.007,2,.,.,.,2,.,.,.,.,0.000,2.477,0.127,0.000,0.000,2.604,315,10,0,0,325,0.000,0.000,0.000,0.000,0.000
2023,WA,10627,Lakeview Light & Power,BPAT,AC,0.179,.,.,.,0.179,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.179,0.000,0.000,0.000,0.179,17,0,0,0,17,0.000,0.000,0.000,0.000,0.000
2023,WA,10944,PUD No 1 of Lewis County,BPAT,AC,2.200,0.194,.,.,2.394,275,4,.,.,279,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.200,0.194,0.000,0.000,2.394,275,4,0,0,279,0.000,0.000,0.000,0.000,0.000
2023,WA,12744,Modern Electric Water Company,AVA,AC,0.184,0.064,.,.,0.248,28,3,.,.,31,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.016,0.008,.,.,0.024,3,1,.,.,4,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.184,0.064,0.000,0.000,0.248,28,3,0,0,31,0.000,0.000,0.000,0.000,0.000
2023,WA,14055,PUD No 1 of Okanogan County,DOPD,AC,0.886,0.115,.,.,1.001,108,7,.,.,115,886.700,133.800,.,.,"1,020.500",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.886,0.115,0.000,0.000,1.001,108,7,0,0,115,886.700,133.800,0.000,0.000,"1,020.500"
2023,WA,14170,Orcas Power & Light Coop,BPAT,AC,5.057,0.947,.,.,6.004,690,49,.,.,739,564.816,9.417,.,.,574.233,.,.,.,.,0.000,.,.,.,.,0,0.500,0.020,.,.,0.520,268,4,.,.,272,0.659,.,.,.,0.659,60,.,.,.,60,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.010,.,.,.,0.010,1,.,.,.,1,0.000,.,.,.,0.000,0.060,0.020,.,.,0.080,1,1,.,.,2,11.760,.,.,.,11.760,5.627,0.987,0.000,0.000,6.614,960,54,0,0,"1,014",576.576,9.417,0.000,0.000,585.993
2023,WA,14324,PUD No 2 of Pacific County,BPAT,AC,0.701,0.127,.,.,0.828,91,7,.,.,98,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,0.003,.,.,0.003,.,1,.,.,1,.,.,.,.,0.000,0.704,0.130,0.000,0.000,0.834,92,8,0,0,100,0.000,0.000,0.000,0.000,0.000
2023,WA,14354,PacifiCorp,PACW,DC,28.753,7.745,1.006,0.000,37.504,"2,598",217,21,0,"2,836",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.509,0.008,0.000,0.000,0.517,49,1,0,0,50,1,0,0,0,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.030,0.000,0.000,0.000,0.030,4,0,0,0,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,28.783,7.745,1.006,0.000,37.534,"2,602",217,21,0,"2,840",0.000,0.000,0.000,0.000,0.000
2023,WA,14624,PUD No 2 of Grant County,GCPD,DC,1.181,0.304,.,.,1.485,141,13,.,.,154,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.052,.,.,.,0.052,4,.,.,.,4,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.182,0.304,0.000,0.000,1.486,142,13,0,0,155,0.000,0.000,0.000,0.000,0.000
2023,WA,14653,PUD No 1 of Pend Oreille County,AVA,AC,0.248,.,.,.,0.248,28,.,.,.,28,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.248,0.000,0.000,0.000,0.248,28,0,0,0,28,0.000,0.000,0.000,0.000,0.000
2023,WA,14668,Peninsula Light Company,BPAT,DC,2.850,.,.,.,2.850,308,.,.,.,308,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.141,.,.,.,0.141,12,.,.,.,12,.,.,.,.,0,2.709,.,.,.,2.709,296,.,.,.,296,.,.,.,.,0,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.851,0.000,0.000,0.000,2.851,309,0,0,0,309,0.000,0.000,0.000,0.000,0.000
2023,WA,15231,City of Port Angeles - (WA),BPAT,AC,1.030,0.117,.,.,1.147,136,5,.,.,141,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.003,.,.,0.003,.,3,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.030,0.120,0.000,0.000,1.150,136,8,0,0,144,0.000,0.000,0.000,0.000,0.000
2023,WA,15419,PUD No 3 of Mason County,BPAT,DC,2.005,0.421,0.000,0.000,2.426,221,10,0,0,231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.074,0.000,0.000,0.000,0.074,102,0,0,0,102,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.006,0.000,0.000,0.000,0.006,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.085,0.421,0.000,0.000,2.506,325,10,0,0,335,0.000,0.000,0.000,0.000,0.000
2023,WA,15500,Puget Sound Energy Inc,PSEI,AC,150.483,23.731,0.308,.,174.522,"20,124","1,270",7,.,"21,401",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,8.665,0.153,.,.,8.818,"1,340",50,.,.,"1,390",18,0,.,.,18,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.059,0.017,.,.,0.076,20,7,.,.,27,.,.,.,.,0.000,0.133,0.228,0.014,.,0.375,15,7,1,.,23,.,.,.,.,0.000,150.675,23.976,0.322,0.000,174.973,"20,159","1,284",8,0,"21,451",0.000,0.000,0.000,0.000,0.000
2023,WA,15979,City of Richland - (WA),BPAT,DC,5.469,0.452,.,.,5.921,663,9,.,.,672,"3,815.978",90.979,.,.,"3,906.957",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.469,0.452,0.000,0.000,5.921,663,9,0,0,672,"3,815.978",90.979,0.000,0.000,"3,906.957"
2023,WA,16868,City of Seattle - (WA),SCL,DC,50.249,8.630,.,.,58.879,"6,889",431,.,.,"7,320",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.670,0.022,.,.,1.692,71,2,.,.,73,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,50.249,8.630,0.000,0.000,58.879,"6,889",431,0,0,"7,320",0.000,0.000,0.000,0.000,0.000
2023,WA,17470,PUD No 1 of Snohomish County,BPAT,DC,37.180,3.925,.,.,41.105,"4,206",167,.,.,"4,373",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.504,.,.,.,0.504,205,.,.,.,205,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,37.190,3.925,0.000,0.000,41.115,"4,210",167,0,0,"4,377",0.000,0.000,0.000,0.000,0.000
2023,WA,18429,City of Tacoma - (WA),TPWR,AC,16.190,0.975,0.000,0.000,17.165,"2,419",63,0,0,"2,482",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,16.190,0.975,0.000,0.000,17.165,"2,419",63,0,0,"2,482",0.000,0.000,0.000,0.000,0.000
2023,WA,19784,Vera Irrigation District #15,BPAT,AC,0.592,.,.,.,0.592,80,.,.,.,80,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.592,0.000,0.000,0.000,0.592,80,0,0,0,80,0.000,0.000,0.000,0.000,0.000
2023,WA,20169,Avista Corp,AVA,AC,20.217,2.421,.,.,22.638,"3,262",157,.,.,"3,419",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.061,0.020,.,.,0.081,16,1,.,.,17,.,.,.,.,0.000,0.025,0.000,.,.,0.025,4,0,.,.,4,.,.,.,.,0.000,20.303,2.441,0.000,0.000,22.744,"3,282",158,0,0,"3,440",0.000,0.000,0.000,0.000,0.000
2023,WA,59013,PUD No 1 of Jefferson County,BPAT,AC,4.450,1.058,.,.,5.508,592,28,.,.,620,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.017,.,.,.,0.017,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.004,.,.,.,0.004,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.471,1.058,0.000,0.000,5.529,596,28,0,0,624,0.000,0.000,0.000,0.000,0.000
2023,WA,99999,State Adjustment,AVA,,0.018,0.010,.,.,0.028,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.018,0.010,.,.,0.028,.,.,.,.,.,.,.,.,.,.
2023,WA,99999,State Adjustment,BPAT,,-7.636,-0.888,0.031,.,-8.492,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-7.636,-0.888,0.031,.,-8.492,.,.,.,.,.,.,.,.,.,.
2023,WA,99999,State Adjustment,CHPD,,-0.083,-0.011,.,.,-0.094,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.083,-0.011,.,.,-0.094,.,.,.,.,.,.,.,.,.,.
2023,WA,99999,State Adjustment,GCPD,,-0.206,-0.053,.,.,-0.259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.206,-0.053,.,.,-0.259,.,.,.,.,.,.,.,.,.,.
2023,WA,99999,State Adjustment,PACW,,-5.015,-1.351,-0.175,.,-6.541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-5.015,-1.351,-0.175,.,-6.541,.,.,.,.,.,.,.,.,.,.
2023,WA,99999,State Adjustment,SCL,,-8.763,-1.505,.,.,-10.268,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-8.763,-1.505,.,.,-10.268,.,.,.,.,.,.,.,.,.,.
2023,WI,108,Adams-Columbia Electric Coop,MISO,AC,1.825,0.077,0.085,.,1.987,259,8,1,.,268,398.896,58.239,.,.,457.135,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.025,0.035,.,.,0.060,2,1,.,.,3,23.060,0.000,.,.,23.060,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.850,0.112,0.085,0.000,2.047,261,9,1,0,271,421.956,58.239,0.000,0.000,480.195
2023,WI,307,Algoma Utility Comm,MISO,DC,0.007,0.204,0.000,0.000,0.211,1,4,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.007,0.204,0.000,0.000,0.211,1,4,0,0,5,0.000,0.000,0.000,0.000,0.000
2023,WI,1251,Barron Electric Coop,MISO,AC,1.426,.,.,.,1.426,157,.,.,.,157,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.100,.,.,.,0.100,98,.,.,.,98,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.529,0.000,0.000,0.000,1.529,256,0,0,0,256,0.000,0.000,0.000,0.000,0.000
2023,WI,1776,City of Black River Falls,MISO,DC,0.032,0.272,0.000,0.000,0.304,5,6,0,0,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.032,0.272,0.000,0.000,0.304,5,6,0,0,11,0.000,0.000,0.000,0.000,0.000
2023,WI,1997,City of Boscobel - (WI),MISO,DC,0.007,0.021,0.000,0.000,0.028,1,2,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.007,0.021,0.000,0.000,0.028,1,2,0,0,3,0.000,0.000,0.000,0.000,0.000
2023,WI,2273,Brodhead Water & Lighting Comm,MISO,DC,0.027,0.032,0.000,0.000,0.059,4,2,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.027,0.032,0.000,0.000,0.059,4,2,0,0,6,0.000,0.000,0.000,0.000,0.000
2023,WI,3208,Cedarburg Light & Water Comm,MISO,DC,0.252,0.438,0.000,0.000,0.690,25,5,0,0,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.252,0.438,0.000,0.000,0.690,25,5,0,0,30,0.000,0.000,0.000,0.000,0.000
