Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2015,12692,"Missoula Electric Coop, Inc",MT,0.112,0.015,0.000,0.000,0.127,23,2,0,0,25, , , , ,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.114,0.015,0.000,0.000,0.129,24,2,0,0,26,0,0,0,0,0
2015,12698,KCP&L Greater Missouri Operations Co.,MO,16.219,13.897,0.531, ,30.647,887,616,17, ,"1,520","13,329.648","6,424.678",29.920, ,"19,784.246",0.026,0.009, , ,0.035,11,3, , ,14,24.403,1.386, , ,25.789, , , , ,0.000, , , , ,0, , , , ,0.000,16.245,13.906,0.531,0.000,30.682,898,619,17,0,"1,534","13,354","6,426",30,0,"19,810"
2015,12706,Mitchell Electric Member Corp,GA,0.022,0.105, , ,0.127,4,3, , ,7, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.022,0.105,0.000,0.000,0.127,4,3,0,0,7,0,0,0,0,0
2015,12744,Modern Electric Water Company,WA,0.022, , , ,0.022,3, , , ,3,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.022,0.000,0.000,0.000,0.022,3,0,0,0,3,0,0,0,0,0
2015,12745,Modesto Irrigation District,CA,14.400,6.400,6.900,0.000,27.700,"2,636",72,33,0,"2,741", , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,14.400,6.400,6.900,0.000,27.700,"2,636",72,33,0,"2,741",0,0,0,0,0
2015,12789,City of Monmouth - (OR),OR,0.010,0.075, , ,0.085,6,1, , ,7,13.900,0.075, , ,13.975, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.010,0.075,0.000,0.000,0.085,6,1,0,0,7,14,0,0,0,14
2015,12796,Monongahela Power Co,WV,0.494,0.231, , ,0.725,110,16, , ,126,0.000,0.000, , ,0.000,0.034,0.001, , ,0.035,11,1, , ,12,0.000,0.000, , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.528,0.232,0.000,0.000,0.760,121,17,0,0,138,0,0,0,0,0
2015,12803,"Monroe County Elec Coop, Inc",IL,0.083, , , ,0.083,9, , , ,9,23.700, , , ,23.700,0.001, , , ,0.001,1, , , ,1,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.084,0.000,0.000,0.000,0.084,10,0,0,0,10,24,0,0,0,24
2015,12825,NorthWestern Energy LLC - (MT),MT,4.151,2.117, , ,6.268,"1,139",298, , ,"1,437", , , , ,0.000,0.400,0.470, , ,0.870,78,35, , ,113, , , , ,0.000,0.020,0.070, , ,0.090,3,2, , ,5, , , , ,0.000,4.571,2.657,0.000,0.000,7.228,"1,220",335,0,0,"1,555",0,0,0,0,0
2015,12860,Morgan County Rural Elec Assn,CO,0.098, , , ,0.098,8, , , ,8, , , , ,0.000,0.012, , , ,0.012,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.110,0.000,0.000,0.000,0.110,10,0,0,0,10,0,0,0,0,0
2015,12866,Moon Lake Electric Assn Inc,CO, ,0.100, , ,0.100, ,5, , ,5, ,14.837, , ,14.837, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.100,0.000,0.000,0.100,0,5,0,0,5,0,15,0,0,15
2015,12866,Moon Lake Electric Assn Inc,UT,0.006,0.020, , ,0.026,4,1, , ,5, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.006,0.020,0.000,0.000,0.026,4,1,0,0,5,0,0,0,0,0
2015,12900,City of Mora - (MN),MN,0.016,0.000,0.000,0.000,0.016,1,0,0,0,1,20.640,0.000,0.000,0.000,20.640,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.016,1,0,0,0,1,21,0,0,0,21
2015,12901,Mora-San Miguel Elec Coop,NM,0.297,0.028, , ,0.325,63,3, , ,66,66.970,1.030, , ,68.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.297,0.028,0.000,0.000,0.325,63,3,0,0,66,67,1,0,0,68
2015,12919,Morenci Water and Electric,AZ, ,0.033, , ,0.033, ,3, , ,3, ,14.472, , ,14.472, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3,0,14,0,0,14
2015,12929,South Central Indiana REMC,IN,0.245, , , ,0.245,37, , , ,37,182.585, , , ,182.585, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.245,0.000,0.000,0.000,0.245,37,0,0,0,37,183,0,0,0,183
2015,12989,Village of Morrisville - (VT),VT,0.288,0.235, , ,0.523,44,4, , ,48, , , , ,0.000,0.019, , , ,0.019,2, , , ,2, , , , ,0.000,0.004, , , ,0.004,1, , , ,1, , , , ,0.000,0.311,0.235,0.000,0.000,0.546,47,4,0,0,51,0,0,0,0,0
2015,12990,Consolidated Electric Coop Inc,OH,0.128,0.020, , ,0.148,13,1, , ,14, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.128,0.020,0.000,0.000,0.148,13,1,0,0,14,0,0,0,0,0
2015,13032,Mt Carmel Public Utility Co,IL,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4,9.155,2.400,0.000,0.000,11.555, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4,9,2,0,0,12
2015,13036,Village of Mt. Horeb - (WI),WI,0.031,0.036,0.000,0.000,0.067,3,4,0,0,7,0.000,0.000,0.000,0.000,0.000,0.010, ,0.000,0.000,0.010,1, ,0,0,1,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.041,0.036,0.000,0.000,0.077,4,4,0,0,8,0,0,0,0,0
2015,13038,City of Mt Pleasant - (IA),IA, ,0.073, , ,0.073, ,2, , ,2, ,0.000, , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.073,0.000,0.000,0.073,0,2,0,0,2,0,0,0,0,0
2015,13050,"Mountain Parks Electric, Inc",CO,0.407, , , ,0.407,74, , , ,74, , , , ,0.000,0.090, , , ,0.090,4, , , ,4, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.497,0.000,0.000,0.000,0.497,78,0,0,0,78,0,0,0,0,0
2015,13058,"Mountain View Elec Assn, Inc",CO,2.140, , , ,2.140,423, , , ,423,309.717, , , ,309.717,0.143, , , ,0.143,41, , , ,41,6.192, , , ,6.192, , , , ,0.000, , , , ,0, , , , ,0.000,2.283,0.000,0.000,0.000,2.283,464,0,0,0,464,316,0,0,0,316
2015,13073,"Mt Wheeler Power, Inc",NV,0.017,0.111, , ,0.128,3,4, , ,7,10.409,22.940, , ,33.349, ,0.011, , ,0.011, ,1, , ,1, ,0.582, , ,0.582, , , , ,0.000, , , , ,0, , , , ,0.000,0.017,0.122,0.000,0.000,0.139,3,5,0,0,8,10,24,0,0,34
2015,13137,City of Murray - (UT),UT,0.228,0.052, , ,0.280,54,6, , ,60, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.228,0.052,0.000,0.000,0.280,54,6,0,0,60,0,0,0,0,0
2015,13145,Village of Muscoda - (WI),WI, ,0.006,0.000,0.000,0.006, ,1,0,0,1,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.006,0.000,0.000,0.006,0,1,0,0,1,0,0,0,0,0
2015,13206,Nantucket Electric Co,MA,0.078,0.010, , ,0.088,16,1, , ,17, , , , ,0.000,0.001,0.350, , ,0.351,1,2, , ,3, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.079,0.360,0.000,0.000,0.439,17,3,0,0,20,0,0,0,0,0
2015,13208,City of Naperville - (IL),IL,0.104,0.015, , ,0.119,15,4, , ,19, , , , ,0.000, ,0.001, , ,0.001, ,1, , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.104,0.016,0.000,0.000,0.120,15,5,0,0,20,0,0,0,0,0
2015,13209,City of Napoleon - (OH),OH,0.015,0.013, , ,0.028,2,1, , ,3,4.401,0.187, , ,4.588, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.015,0.013,0.000,0.000,0.028,2,1,0,0,3,4,0,0,0,5
2015,13214,The Narragansett Electric Co,RI,3.121,4.362, , ,7.483,604,151, , ,755, , , , ,0.000,0.025,7.540, , ,7.565,8,14, , ,22, , , , ,0.000,0.002,0.255, , ,0.257,2,2, , ,4, , , , ,0.000,3.148,12.157,0.000,0.000,15.305,614,167,0,0,781,0,0,0,0,0
2015,13292,Norris Electric Coop,IL,0.440,0.250, , ,0.690,26,4, , ,30,0.000,0.000, , ,0.000,0.020, , , ,0.020,2, , , ,2,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.460,0.250,0.000,0.000,0.710,28,4,0,0,32,0,0,0,0,0
2015,13318,"Navopache Electric Coop, Inc",AZ,1.273,0.253, , ,1.526,176,25, , ,201,"1,194.045",179.921, , ,"1,373.966",0.006, , , ,0.006,5, , , ,5, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,1.279,0.253,0.000,0.000,1.532,181,25,0,0,206,"1,194",180,0,0,"1,374"
2015,13318,"Navopache Electric Coop, Inc",NM,0.037, , , ,0.037,7, , , ,7,37.784, , , ,37.784,0.006, , , ,0.006,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.043,0.000,0.000,0.000,0.043,8,0,0,0,8,38,0,0,0,38
2015,13332,"Navarro County Elec Coop, Inc",TX,3.650,0.000,0.000,0.000,3.650,20,0,0,0,20,0.000,0.000,0.000,0.000,0.000,0.211,0.000,0.000,0.000,0.211,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,3.861,0.000,0.000,0.000,3.861,27,0,0,0,27,0,0,0,0,0
2015,13334,City of Nebraska City,NE,0.003, , , ,0.003,1, , , ,1,0.958, , , ,0.958, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,1,0,0,0,1
2015,13337,Nebraska Public Power District,NE,0.056,0.104, , ,0.160,17,12, , ,29,9.011, , , ,9.011,0.025,0.041, , ,0.066,4,13, , ,17, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.081,0.145,0.000,0.000,0.226,21,25,0,0,46,9,0,0,0,9
2015,13337,Nebraska Public Power District,SD, ,0.010, , ,0.010, ,1, , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0,0,0,0,0
2015,13352,City of Negaunee,MI, ,0.010,0.000,0.000,0.010, ,1,0,0,1,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0,0,0,0,0
2015,13386,"Nemaha-Marshall E C A, Inc",KS, , , , ,0.000, , , , ,0, , , , ,0.000,0.010, , , ,0.010,1, , , ,1,10.697, , , ,10.697, , , , ,0.000, , , , ,0, , , , ,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,11,0,0,0,11
2015,13407,Nevada Power Co,NV,87.703,20.565,10.525, ,118.793,"14,587",340,74, ,"15,001", , , , ,0.000,0.018,0.009,0.002, ,0.029,4,1,1, ,6, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,87.721,20.574,10.527,0.000,118.822,"14,591",341,75,0,"15,007",0,0,0,0,0
2015,13418,City of New Braunfels - (TX),TX,0.078,0.011, , ,0.089,16,1, , ,17, , , , ,0.000,0.002, , , ,0.002,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.080,0.011,0.000,0.000,0.091,17,1,0,0,18,0,0,0,0,0
2015,13424,New Castle Municipal Serv Comm,DE,0.016,0.225, , ,0.241,3,2, , ,5,6.000,88.000, , ,94.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.016,0.225,0.000,0.000,0.241,3,2,0,0,5,6,88,0,0,94
2015,13438,Village of New Glarus - (WI),WI, ,0.017,0.000,0.000,0.017, ,3,0,0,3,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.017,0.000,0.000,0.017,0,3,0,0,3,0,0,0,0,0
2015,13441,New Hampshire Elec Coop Inc,NH,3.405,0.777,0.566,0.000,4.748,564,45,5,0,614,0.000,0.000,0.000,0.000,0.000,0.099,0.002,0.000,0.000,0.101,33,1,0,0,34,0.000,0.000,0.000,0.000,0.000,0.012,0.154,0.095,0.000,0.261,1,2,1,0,4,0.000,0.000,0.000,0.000,0.000,3.516,0.933,0.661,0.000,5.110,598,48,6,0,652,0,0,0,0,0
2015,13448,City of New Holstein - (WI),WI,0.028,0.005,0.000,0.000,0.033,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000, ,0.020,0.000,0.000,0.020, ,1,0,0,1,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.028,0.025,0.000,0.000,0.053,5,2,0,0,7,0,0,0,0,0
2015,13478,Entergy New Orleans Inc,LA,33.478,0.887, , ,34.365,"6,445",33, , ,"6,478", , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,33.478,0.887,0.000,0.000,34.365,"6,445",33,0,0,"6,478",0,0,0,0,0
2015,13481,City of New Richmond,WI, ,0.012,0.000,0.000,0.012, ,2,0,0,2,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.012,0.000,0.000,0.012,0,2,0,0,2,0,0,0,0,0
2015,13485,New Smyrna Beach City of,FL,0.095,0.020, , ,0.115,22,4, , ,26, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.095,0.020,0.000,0.000,0.115,22,4,0,0,26,0,0,0,0,0
2015,13488,New Ulm Public Utilities Comm,MN,0.004,0.039,0.000,0.000,0.043,1,4,0,0,5,1.310,15.830,0.000,0.000,17.140,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.004,0.039,0.000,0.000,0.043,1,4,0,0,5,1,16,0,0,17
2015,13511,New York State Elec & Gas Corp,NY,27.989,28.382,0.000,0.000,56.371,"3,940",533,0,0,"4,473", , , , ,0.000,0.452,0.705,0.000,0.000,1.157,60,18,0,0,78, , , , ,0.000,0.249,6.709,0.000,0.000,6.958,25,20,0,0,45, , , , ,0.000,28.690,35.796,0.000,0.000,64.486,"4,025",571,0,0,"4,596",0,0,0,0,0
2015,13519,City of Newark - (DE),DE,0.107,0.000,0.073, ,0.180,54,0,6, ,60, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.107,0.000,0.073,0.000,0.180,54,0,6,0,60,0,0,0,0,0
2015,13520,"New-Mac Electric Coop, Inc",MO,0.130, , , ,0.130,12, , , ,12,45.000, , , ,45.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.130,0.000,0.000,0.000,0.130,12,0,0,0,12,45,0,0,0,45
2015,13573,Niagara Mohawk Power Corp.,NY,64.390,60.310,7.510, ,132.210,"9,399","1,245",20, ,"10,664", , , , ,0.000,1.930,1.500,0.150, ,3.580,147,49,2, ,198, , , , ,0.000,1.650,3.560,0.000, ,5.210,40,19,0, ,59, , , , ,0.000,67.970,65.370,7.660,0.000,141.000,"9,586","1,313",22,0,"10,921",0,0,0,0,0
2015,13610,Niobrara Valley El Member Corp,NE,0.008,0.010, , ,0.018,1,1, , ,2,0.315,0.000, , ,0.315, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.008,0.010,0.000,0.000,0.018,1,1,0,0,2,0,0,0,0,0
2015,13640,Northern Virginia Elec Coop,VA,0.730,0.920, , ,1.650,121,10, , ,131,174.800,897.600, , ,"1,072.400",0.000,0.000, , ,0.000, , , , ,0, , , , ,0.000,0.000,0.000, , ,0.000, , , , ,0, , , , ,0.000,0.730,0.920,0.000,0.000,1.650,121,10,0,0,131,175,898,0,0,"1,072"
2015,13647,Noble County R E M C,IN,0.049,0.015, , ,0.064,7,1, , ,8,31.976,5.028, , ,37.004,0.002,0.010, , ,0.012,1,1, , ,2,5.341, , , ,5.341, , , , ,0.000, , , , ,0, , , , ,0.000,0.051,0.025,0.000,0.000,0.076,8,2,0,0,10,37,5,0,0,42
2015,13651,Nolin Rural Electric Coop Corp,KY,0.304, , , ,0.304,42, , , ,42,148.700, , , ,148.700, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.304,0.000,0.000,0.000,0.304,42,0,0,0,42,149,0,0,0,149
2015,13664,Norris Public Power District,NE,0.123,0.003, , ,0.126,19,1, , ,20,72.583,0.100, , ,72.683,0.093,0.047, , ,0.140,12,5, , ,17,35.004,2.494, , ,37.498, , , , ,0.000, , , , ,0, , , , ,0.000,0.216,0.050,0.000,0.000,0.266,31,6,0,0,37,108,3,0,0,110
2015,13675,Nishnabotna Valley R E C,IA,0.080,0.000,0.000,0.000,0.080,9,0,0,0,9,0.000, , , ,0.000,0.116,0.000,0.000,0.000,0.116,6,0,0,0,6,7.940, , , ,7.940,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0, , , , ,0.000,0.196,0.000,0.000,0.000,0.196,15,0,0,0,15,8,0,0,0,8
2015,13676,"North Arkansas Elec Coop, Inc",AR,0.204, , , ,0.204,32, , , ,32, , , , ,0.000,0.008, , , ,0.008,5, , , ,5, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.212,0.000,0.000,0.000,0.212,37,0,0,0,37,0,0,0,0,0
2015,13684,Nobles Cooperative Electric,MN,0.078, ,0.040, ,0.118,5, ,1, ,6,42.000, ,7.000, ,49.000,0.101, , , ,0.101,6, , , ,6,185.000, , , ,185.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.179,0.000,0.040,0.000,0.219,11,0,1,0,12,227,0,7,0,234
2015,13690,North Central MO Elec Coop Inc,MO,0.012, , , ,0.012,2, , , ,2,1.000, , , ,1.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.012,0.000,0.000,0.000,0.012,2,0,0,0,2,1,0,0,0,1
2015,13697,North Central Power Co Inc,WI,0.041, , , ,0.041,7, , , ,7,5.500, , , ,5.500, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.041,0.000,0.000,0.000,0.041,7,0,0,0,7,6,0,0,0,6
2015,13698,North Central Public Pwr Dist,NE, , , , ,0.000, , , , ,0, , , , ,0.000,0.002, ,0.025, ,0.027,1, ,1, ,2,0.400, ,43.474, ,43.874, , , , ,0.000, , , , ,0, , , , ,0.000,0.002,0.000,0.025,0.000,0.027,1,0,1,0,2,0,0,43,0,44
2015,13704,"North Western Elec Coop, Inc",OH, , , , ,0.000, , , , ,0, , , , ,0.000,0.022,0.002, , ,0.024,2,1, , ,3,0.227,0.025, , ,0.252, , , , ,0.000, , , , ,0, , , , ,0.000,0.022,0.002,0.000,0.000,0.024,2,1,0,0,3,0,0,0,0,0
2015,13718,City of North Little Rock - (AR),AR,0.050,1.200, , ,1.250,3,5, , ,8, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.050,1.200,0.000,0.000,1.250,3,5,0,0,8,0,0,0,0,0
2015,13731,"North Star Electric Coop, Inc",MN,0.010, , , ,0.010,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,0,0,0,0,0
2015,13734,Northeast Oklahoma Electric Co,OK,0.068,0.005,0.000,0.000,0.073,22,1,0,0,23,43.175,0.169,0.000,0.000,43.344,0.015,0.000,0.000,0.000,0.015,2,0,0,0,2,3.819,0.000,0.000,0.000,3.819,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.083,0.005,0.000,0.000,0.088,24,1,0,0,25,47,0,0,0,47
2015,13739,Northeast Nebraska P P D,NE, , , , ,0.000, , , , ,0, , , , ,0.000,0.005,0.030, , ,0.035,1,2, , ,3,0.441,27.800, , ,28.241,0.035, , , ,0.035,2, , , ,2,13.744, , , ,13.744,0.040,0.030,0.000,0.000,0.070,3,2,0,0,5,14,28,0,0,42
2015,13756,Northern Indiana Pub Serv Co,IN,0.307,0.514, , ,0.821,54,14, , ,68,226.596,159.684, , ,386.280,0.112,1.857, , ,1.969,28,5, , ,33,18.019,"2,044.355", , ,"2,062.374", , , , ,0.000, , , , ,0, , , , ,0.000,0.419,2.371,0.000,0.000,2.790,82,19,0,0,101,245,"2,204",0,0,"2,449"
2015,13762,"Northern Neck Elec Coop, Inc",VA,0.118,0.004, , ,0.122,22,1, , ,23, , , , ,0.000,0.003,0.000, , ,0.003,2,0, , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.121,0.004,0.000,0.000,0.125,24,1,0,0,25,0,0,0,0,0
2015,13781,Northern States Power Co - Minnesota,MN,6.243,9.902,1.501, ,17.646,974,363,47, ,"1,384", , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,6.243,9.902,1.501,0.000,17.646,974,363,47,0,"1,384",0,0,0,0,0
2015,13783,Northeast Louisiana Power Coop Inc.,LA,0.478,0.010, , ,0.488,53,1, , ,54,64.000,0.000, , ,64.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.478,0.010,0.000,0.000,0.488,53,1,0,0,54,64,0,0,0,64
2015,13788,Northern Wasco County PUD,OR,0.026,0.103, , ,0.129,8,2, , ,10, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.026,0.103,0.000,0.000,0.129,8,2,0,0,10,0,0,0,0,0
2015,13789,Village of Northfield - (VT),VT,0.099, , , ,0.099,20, , , ,20, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.099,0.000,0.000,0.000,0.099,20,0,0,0,20,0,0,0,0,0
2015,13799,Prairie Land Electric Coop Inc,KS,0.017, , , ,0.017,2, , , ,2, , , , ,0.000,0.040, , , ,0.040,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.057,0.000,0.000,0.000,0.057,4,0,0,0,4,0,0,0,0,0
2015,13815,Northwestern Wisconsin Elec Co,WI,0.117,0.022, , ,0.139,19,4, , ,23,58.146,0.254, , ,58.400,0.020,0.040, , ,0.060,1,2, , ,3,3.677,19.107, , ,22.784, , , , ,0.000, , , , ,0, , , , ,0.000,0.137,0.062,0.000,0.000,0.199,20,6,0,0,26,62,19,0,0,81
2015,13826,City of Norway,MI,0.006,0.002,0.000,0.000,0.008,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.006,0.002,0.000,0.000,0.008,1,1,0,0,2,0,0,0,0,0
2015,13831,City of Norwich - (CT),CT,0.065,0.150,0.000, ,0.215,12,1,0, ,13,13.838,60.400,0.000, ,74.238,0.000,0.000,0.000, ,0.000,0,0,0, ,0,0.000,0.000,0.000, ,0.000,0.000,0.450,0.000, ,0.450,0,1,0, ,1,0.000,88.900,0.000, ,88.900,0.065,0.600,0.000,0.000,0.665,12,2,0,0,14,14,149,0,0,163
2015,13838,"Northfork Electric Coop, Inc",OK,0.045, , , ,0.045,3, , , ,3,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.045,0.000,0.000,0.000,0.045,3,0,0,0,3,0,0,0,0,0
2015,13934,Ocmulgee Electric Member Corp,GA,0.010, , , ,0.010,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,0,0,0,0,0
2015,13936,Oakdale Electric Coop,WI,0.065, , , ,0.065,13, , , ,13,79.808, , , ,79.808,0.084,0.079, , ,0.163,4,2, , ,6,90.181,123.317, , ,213.498, , , , ,0.000, , , , ,0, , , , ,0.000,0.149,0.079,0.000,0.000,0.228,17,2,0,0,19,170,123,0,0,293
2015,13949,City of Oberlin - (OH),OH,0.010,0.136, , ,0.146,4,2, , ,6, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.010,0.136,0.000,0.000,0.146,4,2,0,0,6,0,0,0,0,0
2015,13955,City of Ocala,FL,0.115,0.791, , ,0.906,28,70, , ,98, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.115,0.791,0.000,0.000,0.906,28,70,0,0,98,0,0,0,0,0
