Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2016,MN,14232,Otter Tail Power Co,AC,0.073,0.182,0.000,0.000,0.255,10,15,0,0,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.000,85.000,0.000,0.000,120.000,0.083,0.188,0.000,0.000,0.271,4,9,0,0,13,33.139,56.477,0.000,0.000,89.616,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.156,0.370,0.000,0.000,0.526,14,24,0,0,38,68.139,141.477,0.000,0.000,209.616
2016,MN,14246,City of Owatonna - (MN),DC,0.034,.,.,.,0.034,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.620,.,.,.,4.620,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.034,0.000,0.000,0.000,0.034,4,0,0,0,4,4.620,0.000,0.000,0.000,4.620
2016,MN,14468,People's Cooperative Services,AC,0.438,0.412,.,.,0.850,42,17,.,.,59,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,299.000,353.000,.,.,652.000,0.154,.,.,.,0.154,7,.,.,.,7,127.000,.,.,.,127.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.592,0.412,0.000,0.000,1.004,49,17,0,0,66,426.000,353.000,0.000,0.000,779.000
2016,MN,15750,Redwood Electric Coop,AC,0.084,.,0.034,.,0.118,10,.,1,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50.881,.,32.460,.,83.341,0.104,.,0.051,.,0.155,8,.,5,.,13,42.801,.,0.480,.,43.281,0.011,.,.,.,0.011,4,.,.,.,4,7.357,.,.,.,7.357,0.199,0.000,0.085,0.000,0.284,22,0,6,0,28,101.039,0.000,32.940,0.000,133.979
2016,MN,15793,Redwood Falls Public Util Comm,AC,.,0.090,.,.,0.090,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.090,0.000,0.000,0.090,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,MN,15845,Renville-Sibley Coop Pwr Assn,AC,0.289,0.171,.,.,0.460,11,5,.,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,152.845,79.480,.,.,232.325,0.023,0.040,.,.,0.063,2,1,.,.,3,16.510,72.820,.,.,89.330,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.312,0.211,0.000,0.000,0.523,13,6,0,0,19,169.355,152.300,0.000,0.000,321.655
2016,MN,16181,Rochester Public Utilities,AC,0.377,0.087,.,.,0.464,58,6,.,.,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.380,0.087,0.000,0.000,0.467,59,6,0,0,65,0.000,0.000,0.000,0.000,0.000
2016,MN,16368,Runestone Electric Assn,DC,0.144,.,.,.,0.144,14,.,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26.334,.,.,.,26.334,0.197,0.039,.,.,0.236,10,1,.,.,11,110.347,30.485,.,.,140.832,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.341,0.039,0.000,0.000,0.380,24,1,0,0,25,136.681,30.485,0.000,0.000,167.166
2016,MN,16679,City of Sauk Centre - (MN),,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.095,.,.,0.095,.,1,.,.,1,.,32.700,.,.,32.700,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.095,0.000,0.000,0.095,0,1,0,0,1,0.000,32.700,0.000,0.000,32.700
2016,MN,16971,Shakopee Public Utilities Comm,AC,0.108,0.087,.,.,0.195,18,7,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.108,0.087,0.000,0.000,0.195,18,7,0,0,25,0.000,0.000,0.000,0.000,0.000
2016,MN,17267,Sioux Valley SW Elec Coop,DC,0.010,0.028,.,.,0.038,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,5.320,10.087,.,.,15.407,0.078,0.035,.,.,0.113,4,1,.,.,5,68.450,4.527,.,.,72.977,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.088,0.063,0.000,0.000,0.151,5,3,0,0,8,73.770,14.614,0.000,0.000,88.384
2016,MN,17320,Sleepy Eye Public Utility Comm,AC,0.004,.,.,.,0.004,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.004,0.000,0.000,0.000,0.004,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,MN,17550,South Central Electric Assn,AC,0.159,0.074,.,.,0.233,11,2,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121.101,37.360,.,.,158.461,0.243,0.191,.,.,0.434,10,7,.,.,17,245.250,147.933,.,.,393.183,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.402,0.265,0.000,0.000,0.667,21,9,0,0,30,366.351,185.293,0.000,0.000,551.644
2016,MN,17900,City of Saint Peter,AC,0.009,0.047,.,.,0.056,2,2,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.000,39.000,.,.,43.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.009,0.047,0.000,0.000,0.056,2,2,0,0,4,4.000,39.000,0.000,0.000,43.000
2016,MN,18019,Stearns Cooperative Elec Assn,DC,0.230,0.097,.,.,0.327,18,4,.,.,22,.,.,.,.,0.000,.,.,.,.,0,0.020,.,.,.,0.020,24,.,.,.,24,97.241,30.129,.,.,127.370,0.279,0.040,.,.,0.319,11,2,.,.,13,151.257,7.374,.,.,158.631,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.529,0.137,0.000,0.000,0.666,53,6,0,0,59,248.498,37.503,0.000,0.000,286.001
2016,MN,18047,Steele-Waseca Cooperative Electric,AC,0.251,0.040,0.000,.,0.291,16,1,0,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,164.000,56.000,0.000,.,220.000,0.811,0.161,0.000,.,0.972,25,5,0,.,30,824.000,48.000,0.000,.,872.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.062,0.201,0.000,0.000,1.263,41,6,0,0,47,988.000,104.000,0.000,0.000,"1,092.000"
2016,MN,19157,Tri-County Electric Coop,AC,0.711,0.038,0.260,.,1.009,50,1,13,.,64,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,449.515,24.840,176.300,.,650.655,0.184,.,0.045,.,0.229,12,.,2,.,14,271.006,.,30.201,.,301.207,0.036,.,.,.,0.036,1,.,.,.,1,26.000,.,.,.,26.000,0.931,0.038,0.305,0.000,1.274,63,1,15,0,79,746.521,24.840,206.501,0.000,977.862
2016,MN,19883,City of Virginia - (MN),AC,0.005,0.030,.,.,0.035,1,3,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.695,10.019,.,.,11.714,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.030,0.000,0.000,0.035,1,3,0,0,4,1.695,10.019,0.000,0.000,11.714
2016,MN,19947,City of Wadena - (MN),AC,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,MN,20136,City of Waseca - (MN),AC,0.004,0.036,.,.,0.040,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.004,0.036,0.000,0.000,0.040,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,MN,20639,"Wild Rice Electric Coop, Inc",AC,0.139,0.038,.,.,0.177,12,4,.,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91.826,16.669,.,.,108.495,0.006,0.050,.,.,0.056,2,1,.,.,3,2.109,160.795,.,.,162.904,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.145,0.088,0.000,0.000,0.233,14,5,0,0,19,93.935,177.464,0.000,0.000,271.399
2016,MN,20737,Willmar Municipal Utilities,AC,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.028,.,.,.,1.028,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,1.028,0.000,0.000,0.000,1.028
2016,MN,20996,Wright-Hennepin Coop Elec Assn,AC,0.098,0.042,.,.,0.140,8,2,.,.,10,.,.,.,.,0.000,.,.,.,.,0,0.080,.,.,.,0.080,41,.,.,.,41,69.045,3.528,.,.,72.573,0.100,0.020,.,.,0.120,6,1,.,.,7,45.509,9.287,.,.,54.796,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.278,0.062,0.000,0.000,0.340,55,3,0,0,58,114.554,12.815,0.000,0.000,127.369
2016,MN,25177,Dakota Electric Association,AC,0.520,0.284,.,.,0.804,62,10,.,.,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.110,0.095,.,.,0.205,6,4,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.630,0.379,0.000,0.000,1.009,68,14,0,0,82,0.000,0.000,0.000,0.000,0.000
2016,MN,26934,"Red Lake Electric Coop, Inc",DC,0.008,.,.,.,0.008,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.503,.,.,.,3.503,0.003,.,.,.,0.003,1,.,.,.,1,1.690,.,.,.,1.690,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.011,0.000,0.000,0.000,0.011,2,0,0,0,2,5.193,0.000,0.000,0.000,5.193
2016,MN,27422,Todd-Wadena Electric Coop,AC,0.030,.,.,.,0.030,9,.,.,.,9,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,20.407,.,.,.,20.407,0.020,0.080,.,.,0.100,1,2,.,.,3,3.000,63.066,.,.,66.066,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.080,0.000,0.000,0.130,10,2,0,0,12,23.407,63.066,0.000,0.000,86.473
2016,MN,40304,Minnesota Valley Coop L&P Assn,AC,0.127,.,.,.,0.127,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77.000,.,.,.,77.000,0.185,.,.,.,0.185,6,.,.,.,6,153.000,.,.,.,153.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.312,0.000,0.000,0.000,0.312,13,0,0,0,13,230.000,0.000,0.000,0.000,230.000
2016,MO,942,Atchison-Holt Electric Coop,AC,0.008,.,.,.,0.008,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.697,.,.,.,0.697,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.018,0.000,0.000,0.000,0.018,3,0,0,0,3,0.697,0.000,0.000,0.000,0.697
2016,MO,1301,"Barton County Elec Coop, Inc",AC,0.194,.,.,.,0.194,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.194,0.000,0.000,0.000,0.194,15,0,0,0,15,0.000,0.000,0.000,0.000,0.000
2016,MO,1775,Black River Electric Coop - (MO),AC,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.027,.,.,.,0.027,6,.,.,.,6,2.830,.,.,.,2.830,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.037,0.000,0.000,0.000,0.037,7,0,0,0,7,2.830,0.000,0.000,0.000,2.830
2016,MO,2001,Boone Electric Coop,AC,0.313,.,.,.,0.313,46,.,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,212.000,.,.,.,212.000,0.005,.,.,.,0.005,3,.,.,.,3,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.318,0.000,0.000,0.000,0.318,49,0,0,0,49,212.000,0.000,0.000,0.000,212.000
2016,MO,3113,City of Carthage - (MO),AC,0.027,0.020,.,.,0.047,3,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,0.022,0.000,0.000,0.049,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
2016,MO,3268,Central Missouri Elec Coop Inc,AC,0.091,0.084,.,.,0.175,11,1,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.094,0.084,0.000,0.000,0.178,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000
2016,MO,3600,Citizens Electric Corporation - (MO),DC,0.115,0.050,.,.,0.165,19,3,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76.017,29.450,.,.,105.467,0.015,.,.,.,0.015,3,.,.,.,3,3.247,.,.,.,3.247,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.130,0.050,0.000,0.000,0.180,22,3,0,0,25,79.264,29.450,0.000,0.000,108.714
2016,MO,3634,City of Nixa - (MO),AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.037,0.043,.,.,0.080,5,2,.,.,7,.,.,.,.,0.000,0.037,0.043,0.000,0.000,0.080,5,2,0,0,7,0.000,0.000,0.000,0.000,0.000
2016,MO,4045,City of Columbia - (MO),AC,0.227,0.329,.,.,0.556,26,6,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.370,11.377,.,.,34.747,.,0.011,.,.,0.011,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.227,0.340,0.000,0.000,0.567,26,7,0,0,33,23.370,11.377,0.000,0.000,34.747
2016,MO,4063,Co-Mo Electric Coop Inc,AC,0.195,0.075,.,.,0.270,25,2,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.457,.,.,.,17.457,0.002,0.004,.,.,0.006,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.197,0.079,0.000,0.000,0.276,26,4,0,0,30,17.457,0.000,0.000,0.000,17.457
2016,MO,4160,Callaway Electric Cooperative,AC,0.007,0.003,.,.,0.010,11,1,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.003,0.000,0.000,0.013,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000
2016,MO,4237,Consolidated Electric Coop,AC,0.037,0.038,.,.,0.075,6,1,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.776,.,.,.,6.776,0.038,.,.,.,0.038,9,.,.,.,9,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.075,0.038,0.000,0.000,0.113,15,1,0,0,16,6.776,0.000,0.000,0.000,6.776
2016,MO,4524,"Crawford Electric Coop, Inc",DC,0.069,.,.,.,0.069,10,.,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.590,.,.,.,3.590,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.069,0.000,0.000,0.000,0.069,10,0,0,0,10,3.590,0.000,0.000,0.000,3.590
2016,MO,4675,Cuivre River Electric Coop Inc,DC,0.181,.,.,.,0.181,19,.,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79.209,.,.,.,79.209,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.181,0.000,0.000,0.000,0.181,19,0,0,0,19,79.209,0.000,0.000,0.000,79.209
2016,MO,5860,Empire District Electric Co,DC,8.092,4.814,0.308,.,13.214,732,174,8,.,914,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,835.957,197.601,0.000,.,"1,033.558",0.035,0.067,0.010,.,0.112,7,2,1,.,10,0.437,0.000,0.000,.,0.437,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.127,4.881,0.318,0.000,13.326,739,176,9,0,924,836.394,197.601,0.000,0.000,"1,033.995"
2016,MO,6181,"Farmers Electric Coop, Inc - (MO)",AC,0.113,0.035,.,.,0.148,14,1,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.733,3.083,.,.,88.816,0.012,.,.,.,0.012,2,.,.,.,2,2.316,.,.,.,2.316,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.125,0.035,0.000,0.000,0.160,16,1,0,0,17,88.049,3.083,0.000,0.000,91.132
2016,MO,6205,City of Farmington - (MO),AC,0.001,0.012,.,.,0.013,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.012,0.000,0.000,0.013,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,MO,7024,Gascosage Electric Coop,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.003,.,.,.,0.003,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.022,0.000,0.000,0.000,0.022,2,0,0,0,2,0.003,0.000,0.000,0.000,0.003
2016,MO,7720,"Grundy Electric Coop, Inc",AC,0.060,.,.,.,0.060,3,.,.,.,3,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.000,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.060,0.000,0.000,0.000,0.060,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,MO,8055,City of Hannibal - (MO),AC,0.010,.,.,.,0.010,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.697,.,.,.,0.697,0.064,.,.,.,0.064,1,.,.,.,1,7.565,.,.,.,7.565,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.074,0.000,0.000,0.000,0.074,3,0,0,0,3,8.262,0.000,0.000,0.000,8.262
2016,MO,8199,City of Harrisonville - (MO),AC,0.028,.,.,.,0.028,4,.,.,.,4,0.000,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.028,0.000,0.000,0.000,0.028,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,MO,8911,Howard Electric Coop,AC,0.051,.,.,.,0.051,8,.,.,.,8,0.000,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,9.610,.,.,.,9.610,0.007,.,.,.,0.007,2,.,.,.,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.058,0.000,0.000,0.000,0.058,10,0,0,0,10,9.610,0.000,0.000,0.000,9.610
2016,MO,8934,"Howell-Oregon Elec Coop, Inc",AC,0.239,.,.,.,0.239,31,.,.,.,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.214,.,.,.,20.214,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.242,0.000,0.000,0.000,0.242,32,0,0,0,32,20.214,0.000,0.000,0.000,20.214
2016,MO,9231,City of Independence - (MO),AC,0.084,0.177,.,.,0.261,17,8,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40.174,74.507,.,.,114.681,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.084,0.179,0.000,0.000,0.263,17,9,0,0,26,40.174,74.507,0.000,0.000,114.681
2016,MO,9331,Intercounty Electric Coop Assn,AC,0.500,.,.,.,0.500,46,.,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.500,0.000,0.000,0.000,0.500,46,0,0,0,46,0.000,0.000,0.000,0.000,0.000
2016,MO,10000,Kansas City Power & Light Co,AC,7.115,16.187,.,.,23.302,652,727,.,.,"1,379",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,005.818","4,646.101",.,.,"9,651.919",0.011,0.050,.,.,0.061,4,1,.,.,5,0.107,4.600,.,.,4.707,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.126,16.237,0.000,0.000,23.363,656,728,0,0,"1,384","5,005.925","4,650.701",0.000,0.000,"9,656.626"
2016,MO,10152,City of Kennett - (MO),AC,0.007,.,.,.,0.007,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.007,0.000,0.000,0.000,0.007,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,MO,10370,City of Kirkwood - (MO),AC,0.015,.,.,.,0.015,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.000,0.000,0.000,0.015,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,MO,10603,"Laclede Electric Coop, Inc",AC,0.210,.,.,.,0.210,26,.,.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,120.000,.,.,.,120.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.210,0.000,0.000,0.000,0.210,26,0,0,0,26,120.000,0.000,0.000,0.000,120.000
2016,MO,10832,City of Lebanon - (MO),AC,0.020,.,.,.,0.020,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
