Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2016,MO,10962,Lewis County Rural E C A,DC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,.,.,.,0.001,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.000,0.000,0.000,0.001,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,MO,11463,Macon Electric Coop,AC,0.055,.,.,.,0.055,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.055,0.000,0.000,0.000,0.055,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2016,MO,11732,City of Marshall - (MO),DC,0.028,.,.,.,0.028,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.000,0.000,0.000,0.028,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,MO,12698,KCP&L Greater Missouri Operations Co.,AC,17.296,14.095,0.532,.,31.923,"1,005",622,17,.,"1,644",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,780.734","5,109.662",37.380,.,"18,927.776",0.026,0.009,.,.,0.035,11,3,.,.,14,24.278,1.666,.,.,25.944,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,17.322,14.104,0.532,0.000,31.958,"1,016",625,17,0,"1,658","13,805.012","5,111.328",37.380,0.000,"18,953.720"
2016,MO,12782,City of Monett - (MO),AC,0.020,0.016,.,.,0.036,2,1,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.542,0.000,.,.,4.542,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.016,0.000,0.000,0.036,2,1,0,0,3,4.542,0.000,0.000,0.000,4.542
2016,MO,13040,City of Mount Vernon - (MO),AC,0.028,.,.,.,0.028,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.000,0.000,0.000,0.028,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,MO,13520,"New-Mac Electric Coop, Inc",AC,0.155,.,.,.,0.155,17,.,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.000,.,.,.,95.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.155,0.000,0.000,0.000,0.155,17,0,0,0,17,95.000,0.000,0.000,0.000,95.000
2016,MO,13690,North Central MO Elec Coop Inc,AC,0.012,.,.,.,0.012,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.000,0.000,0.000,0.012,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,MO,14192,Osage Valley Elec Coop Assn,AC,0.461,0.010,.,.,0.471,41,1,.,.,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.461,0.010,0.000,0.000,0.471,41,1,0,0,42,0.000,0.000,0.000,0.000,0.000
2016,MO,14285,Ozark Border Electric Coop,AC,0.094,0.017,.,.,0.111,8,2,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.003,.,.,0.003,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.094,0.020,0.000,0.000,0.114,8,3,0,0,11,0.000,0.000,0.000,0.000,0.000
2016,MO,14288,Ozark Electric Coop Inc - (MO),AC,0.671,0.047,.,.,0.718,74,4,.,.,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.677,0.047,0.000,0.000,0.724,75,4,0,0,79,0.000,0.000,0.000,0.000,0.000
2016,MO,15138,"Platte-Clay Electric Coop, Inc",AC,0.598,.,.,.,0.598,69,.,.,.,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42.443,.,.,.,42.443,0.015,.,.,.,0.015,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.613,0.000,0.000,0.000,0.613,74,0,0,0,74,42.443,0.000,0.000,0.000,42.443
2016,MO,16259,City of Rolla - (MO),AC,0.025,.,.,.,0.025,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.010,.,.,0.010,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.010,0.000,0.000,0.035,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,MO,16751,Three Rivers Electric Coop,DC,0.117,0.108,.,.,0.225,15,2,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.685,0.000,.,.,12.685,0.005,0.000,.,.,0.005,2,0,.,.,2,0.000,0.000,.,.,0.000,0.025,0.000,.,.,0.025,3,0,.,.,3,4.994,0.000,.,.,4.994,0.147,0.108,0.000,0.000,0.255,20,2,0,0,22,17.679,0.000,0.000,0.000,17.679
2016,MO,16805,SEMO Electric Cooperative,AC,0.073,0.030,.,.,0.103,8,1,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.073,0.030,0.000,0.000,0.103,8,1,0,0,9,0.000,0.000,0.000,0.000,0.000
2016,MO,16851,SE-MA-NO Electric Coop,AC,0.189,.,.,.,0.189,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.190,0.000,0.000,0.000,0.190,18,0,0,0,18,0.000,0.000,0.000,0.000,0.000
2016,MO,17833,City Utilities of Springfield - (MO),AC,0.237,0.175,0.000,0.000,0.412,39,9,0,0,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.544,0.000,0.000,0.000,18.544,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.237,0.175,0.000,0.000,0.412,39,9,0,0,48,18.544,0.000,0.000,0.000,18.544
2016,MO,19150,Trenton Municipal Utilities - (MO),DC,0.031,0.022,.,.,0.053,1,2,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.031,0.022,0.000,0.000,0.053,1,2,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,MO,19158,Tri-County Electric Coop Assn,AC,0.132,.,.,.,0.132,13,.,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.140,0.000,0.000,0.000,0.140,16,0,0,0,16,0.000,0.000,0.000,0.000,0.000
2016,MO,19436,Union Electric Co - (MO),DC,22.076,33.442,.,.,55.518,"2,369","1,503",.,.,"3,872",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.048,0.018,.,.,0.066,18,7,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,22.124,33.460,0.000,0.000,55.584,"2,387","1,510",0,0,"3,897",0.000,0.000,0.000,0.000,0.000
2016,MO,20318,Webster Electric Coop,AC,0.170,.,.,.,0.170,20,.,.,.,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68.000,.,.,.,68.000,0.020,.,.,.,0.020,6,.,.,.,6,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.190,0.000,0.000,0.000,0.190,26,0,0,0,26,68.000,0.000,0.000,0.000,68.000
2016,MO,20363,West Central Electric Coop Inc - (MO),AC,0.243,.,.,.,0.243,29,.,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,148.000,.,.,.,148.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.243,0.000,0.000,0.000,0.243,29,0,0,0,29,148.000,0.000,0.000,0.000,148.000
2016,MO,20574,White River Valley El Coop Inc,AC,0.701,.,.,.,0.701,75,.,.,.,75,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,77.000,.,.,.,77.000,0.003,.,.,.,0.003,1,.,.,.,1,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.704,0.000,0.000,0.000,0.704,76,0,0,0,76,77.000,0.000,0.000,0.000,77.000
2016,MO,27238,"Southwest Electric Coop, Inc",DC,0.194,.,.,.,0.194,28,.,.,.,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.000,.,.,.,12.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.194,0.000,0.000,0.000,0.194,28,0,0,0,28,12.000,0.000,0.000,0.000,12.000
2016,MS,3841,Coast Electric Power Assn,AC,0.219,0.110,.,.,0.329,41,2,.,.,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69.274,39.600,.,.,108.874,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.219,0.110,0.000,0.000,0.329,41,2,0,0,43,69.274,39.600,0.000,0.000,108.874
2016,MS,5175,Dixie Electric Power Assn,AC,0.049,.,.,.,0.049,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.450,.,.,.,18.450,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.049,0.000,0.000,0.000,0.049,7,0,0,0,7,18.450,0.000,0.000,0.000,18.450
2016,MS,11519,Magnolia Electric Power Assn,AC,0.018,.,0.190,.,0.208,4,.,3,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.018,0.000,0.190,0.000,0.208,4,0,3,0,7,0.000,0.000,0.000,0.000,0.000
2016,MS,12685,Entergy Mississippi Inc,DC,0.120,0.120,.,.,0.240,34,8,.,.,42,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.120,0.120,0.000,0.000,0.240,34,8,0,0,42,0.000,0.000,0.000,0.000,0.000
2016,MS,12686,Mississippi Power Co,DC,0.206,0.012,.,.,0.218,35,1,.,.,36,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.206,0.012,0.000,0.000,0.218,35,1,0,0,36,0.000,0.000,0.000,0.000,0.000
2016,MS,14563,Pearl River Valley El Pwr Assn,AC,0.179,0.477,0.000,0.000,0.656,28,7,0,0,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.179,0.477,0.000,0.000,0.656,28,7,0,0,35,0.000,0.000,0.000,0.000,0.000
2016,MS,17647,Southern Pine Elec Power Assn,AC,0.043,0.250,.,.,0.293,5,3,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.065,.,.,0.065,.,1,.,.,1,.,.,.,.,0.000,0.043,0.315,0.000,0.000,0.358,5,4,0,0,9,0.000,0.000,0.000,0.000,0.000
2016,MT,1417,"Beartooth Electric Coop, Inc",AC,0.133,.,.,.,0.133,25,.,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.022,.,.,.,0.022,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.155,0.000,0.000,0.000,0.155,31,0,0,0,31,0.000,0.000,0.000,0.000,0.000
2016,MT,6395,Flathead Electric Coop Inc,AC,0.163,0.026,.,.,0.189,31,6,.,.,37,.,.,.,.,0.000,.,.,.,.,0,0.100,.,.,.,0.100,266,.,.,.,266,.,.,.,.,0.000,0.005,.,.,.,0.005,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.268,0.026,0.000,0.000,0.294,301,6,0,0,307,0.000,0.000,0.000,0.000,0.000
2016,MT,7262,"Glacier Electric Coop, Inc",DC,0.010,0.035,.,.,0.045,1,3,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,0.020,.,.,0.030,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.055,0.000,0.000,0.075,2,5,0,0,7,0.000,0.000,0.000,0.000,0.000
2016,MT,11272,"Lower Yellowstone R E A, Inc",AC,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.500,.,.,.,0.500,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,2,0,0,0,2,0.500,0.000,0.000,0.000,0.500
2016,MT,12463,"Mid-Yellowstone Elec Coop, Inc",DC,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,0.000,0.007,.,.,.,0.007,1,.,.,.,1,0.000,.,.,.,0.000,0.000,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.017,0.000,0.000,0.000,0.017,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,MT,12692,"Missoula Electric Coop, Inc",AC,0.153,0.015,0.000,0.000,0.168,30,2,0,0,32,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.066,0.036,0.000,0.000,0.102,79,7,0,0,86,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.221,0.051,0.000,0.000,0.272,110,9,0,0,119,0.000,0.000,0.000,0.000,0.000
2016,MT,12825,NorthWestern Energy LLC - (MT),DC,5.467,2.694,.,.,8.161,"1,377",335,.,.,"1,712",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.405,0.474,.,.,0.879,79,35,.,.,114,.,.,.,.,0.000,0.018,0.070,.,.,0.088,3,2,.,.,5,.,.,.,.,0.000,5.890,3.238,0.000,0.000,9.128,"1,459",372,0,0,"1,831",0.000,0.000,0.000,0.000,0.000
2016,MT,14500,Park Electric Coop Inc,AC,0.130,.,.,.,0.130,21,.,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74.353,.,.,.,74.353,0.023,.,.,.,0.023,4,.,.,.,4,2.055,.,.,.,2.055,0.013,.,.,.,0.013,1,.,.,.,1,13.800,.,.,.,13.800,0.166,0.000,0.000,0.000,0.166,26,0,0,0,26,90.208,0.000,0.000,0.000,90.208
2016,MT,18401,"Sun River Electric Coop, Inc",AC,.,0.080,.,.,0.080,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75.720,.,.,75.720,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.080,0.000,0.000,0.080,0,1,0,0,1,0.000,75.720,0.000,0.000,75.720
2016,MT,19022,Tongue River Electric Coop Inc,AC,0.023,.,.,.,0.023,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.023,0.000,0.000,0.000,0.023,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,MT,19603,USBIA-Mission Valley Power,AC,0.045,.,.,.,0.045,13,.,.,.,13,0.000,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.045,0.000,0.000,0.000,0.045,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000
2016,MT,20997,Yellowstone Valley Elec Co-op,AC,0.167,.,.,.,0.167,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,0.000,0.030,.,.,.,0.030,4,.,.,.,4,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.197,0.000,0.000,0.000,0.197,19,0,0,0,19,0.000,0.000,0.000,0.000,0.000
2016,MT,21513,"Fergus Electric Coop, Inc",AC,0.170,.,.,.,0.170,17,.,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.017,.,.,.,0.017,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.187,0.000,0.000,0.000,0.187,19,0,0,0,19,0.000,0.000,0.000,0.000,0.000
2016,MT,26916,"Ravalli County Elec Coop, Inc",AC,0.147,0.000,0.000,0.000,0.147,26,0,.,.,26,.,.,.,.,0.000,.,.,.,.,0,0.050,.,.,.,0.050,97,.,.,.,97,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.197,0.000,0.000,0.000,0.197,123,0,0,0,123,0.000,0.000,0.000,0.000,0.000
2016,NC,240,Albemarle Electric Member Corp,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.050,.,.,0.050,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.050,0.000,0.000,0.050,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,NC,719,Town of Apex- (NC),DC,0.119,.,.,.,0.119,21,.,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.119,0.000,0.000,0.000,0.119,21,0,0,0,21,0.000,0.000,0.000,0.000,0.000
2016,NC,1889,Blue Ridge Elec Member Corp - (NC),AC,0.710,0.030,.,.,0.740,107,3,.,.,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.004,.,.,.,0.004,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.714,0.030,0.000,0.000,0.744,109,3,0,0,112,0.000,0.000,0.000,0.000,0.000
2016,NC,2982,Cape Hatteras Elec Member Corp,AC,0.033,.,.,.,0.033,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.010,.,.,0.010,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.033,0.010,0.000,0.000,0.043,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000
2016,NC,3046,Duke Energy Progress - (NC),AC,9.709,13.633,.,.,23.342,"2,092",183,.,.,"2,275",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,0.010,.,.,0.012,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.711,13.643,0.000,0.000,23.354,"2,093",184,0,0,"2,277",0.000,0.000,0.000,0.000,0.000
2016,NC,5416,"Duke Energy Carolinas, LLC",AC,11.149,13.326,1.827,.,26.302,"2,054",182,7,.,"2,243",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,386.114,165.505,39.620,.,591.239,0.001,0.002,.,.,0.003,1,1,.,.,2,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.150,13.328,1.827,0.000,26.305,"2,055",183,7,0,"2,245",386.114,165.505,39.620,0.000,591.239
2016,NC,6640,Four County Elec Member Corp,DC,0.110,.,.,.,0.110,19,.,.,.,19,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,71.509,.,.,.,71.509,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.110,0.000,0.000,0.000,0.110,19,0,0,0,19,71.509,0.000,0.000,0.000,71.509
2016,NC,6784,French Broad Elec Member Corp,DC,0.148,.,.,.,0.148,44,.,.,.,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,.,.,.,0.003,3,.,.,.,3,.,.,.,.,0.000,0.151,0.000,0.000,0.000,0.151,47,0,0,0,47,0.000,0.000,0.000,0.000,0.000
2016,NC,7639,Greenville Utilities Comm,AC,0.060,.,.,.,0.060,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.060,0.000,0.000,0.000,0.060,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2016,NC,8333,Haywood Electric Member Corp,AC,0.308,.,.,.,0.308,48,.,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,161.607,.,.,.,161.607,0.010,.,.,.,0.010,1,.,.,.,1,3.652,.,.,.,3.652,0.006,.,.,.,0.006,2,.,.,.,2,0.149,.,.,.,0.149,0.324,0.000,0.000,0.000,0.324,51,0,0,0,51,165.408,0.000,0.000,0.000,165.408
2016,NC,9837,Jones-Onslow Elec Member Corp,AC,0.270,.,.,.,0.270,41,.,.,.,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,111.000,.,.,.,111.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.270,0.000,0.000,0.000,0.270,41,0,0,0,41,111.000,0.000,0.000,0.000,111.000
2016,NC,14717,Pee Dee Electric Member Corp,AC,0.156,.,.,.,0.156,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0,0.100,.,.,.,0.100,19,.,.,.,19,177.000,.,.,.,177.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.261,0.000,0.000,0.000,0.261,34,0,0,0,34,177.000,0.000,0.000,0.000,177.000
